,uid,zoom,desc
3337,E33148,edist,Treantaghmucklagh
3338,E33149,edist,Urney West
3339,E34001,edist,Carrickmacross Urban
3340,E34002,edist,Castleblayney Urban
3341,E34003,edist,Clones Urban
3342,E34004,edist,Monaghan Urban
3343,E34005,edist,Ballymackney
3344,E34006,edist,Bocks
3345,E34007,edist,Carrickmacross Rural
3346,E34008,edist,Corracharra
3347,E34009,edist,Crossalare
3348,E34010,edist,Donaghmoyne
3349,E34011,edist,Drumboory
3350,E34012,edist,Drumcarrow
3351,E34013,edist,Drumgurra
3352,E34014,edist,Enagh
3353,E34015,edist,Inishkeen
3354,E34016,edist,Kilmurry
3355,E34017,edist,Kiltybegs
3356,E34018,edist,Loughfea
3357,E34019,edist,Raferagh
3358,E34020,edist,Annayalla
3359,E34021,edist,Ballybay Rural
3360,E34022,edist,Ballybay Urban
3361,E34023,edist,Bellatrain
3362,E34024,edist,Broomfield
3363,E34025,edist,Carrickaslane
3364,E34026,edist,Carrickatee
3365,E34027,edist,Castleblayney Rural
3366,E34028,edist,Church Hill
3367,E34029,edist,Creeve
3368,E34030,edist,Cremartin
3369,E34031,edist,Greagh
3370,E34032,edist,Laragh
3371,E34033,edist,Mullyash
3372,E34034,edist,Aghabog
3373,E34035,edist,Anny
3374,E34036,edist,Clones Rural
3375,E34037,edist,Cormeen
3376,E34038,edist,Currin
3377,E34039,edist,Dawsongrove
3378,E34040,edist,Drum
3379,E34041,edist,Drummully
3380,E34042,edist,Killeevan
3381,E34043,edist,Killynenagh
3382,E34044,edist,Lisnaveane
3383,E34045,edist,Newbliss
3384,E34046,edist,St. Tierney
3385,E34047,edist,Anketell Grove
3386,E34048,edist,Bellanode
3387,E34049,edist,Bragan
3388,E34050,edist,Caddagh
3389,E34051,edist,Castleshane
3390,E34052,edist,Clones
3391,E34053,edist,Clontibret
3392,E34054,edist,Derrygorry
3393,E34055,edist,Drumhillagh
3394,E34056,edist,Drumsnat
3395,E34057,edist,Emyvale
3396,E34058,edist,Enagh
3397,E34059,edist,Figullar
3398,E34060,edist,Glaslough
3399,E34061,edist,Killylough
3400,E34062,edist,Kilmore
3401,E34063,edist,Monaghan Rural
3402,E34064,edist,Rackwallace
3403,E34065,edist,Scotstown
3404,E34066,edist,Shanmullagh
3405,E34067,edist,Sheskin
3406,E34068,edist,Tedavnet
3407,E34069,edist,Tehallan
3408,E34070,edist,Tullycorbet
3409,E08046,edist,Brisha / Capard
3410,E09035,edist,Firry / Newgrove
3411,E12034,edist,Esker / Ballaghassaan
3412,E13085,edist,Ballinalack / Lackan
3413,E16008,edist,Noughaval / Castletown
3414,E16017,edist,Glenroe / Ballyeighter
3415,E16123,edist,Corlea / Cahermurphy
3416,E16133,edist,Inishcaltra North / Inishcaltra South
3417,E18046,edist,Bantry Rural / Whiddy
3418,E19020,edist,Ceannúigh / Máistir Gaoithe
3419,E19011,edist,Doire Ianna / Cloon
3420,E22045,edist,Greenhall / Lackagh
3421,E23136,edist,Kilsheelan / Killaloan
3422,E24006,edist,Ballybeg South / Ballynaneashagh
3423,E27028,edist,Derrycunlagh / Derrylea
3424,E27126,edist,Marblehill / Loughatorick
3425,E28011,edist,Greaghglass / Stralongford
3426,E28016,edist,Drumreilly West / Drumreilly East
3427,E28028,edist,Aghalateeve / Aghanlish
3428,E28032,edist,Aghavoghill / Melvin
3429,E28034,edist,Garvagh / Arigna
3430,E29065,edist,Glenco / Sheskin
3431,E29130,edist,Owennadornaun / Bundorragha
3432,E30048,edist,Lisgarve / Mantua
3433,E30025,edist,Lough Allen / Altagowlan
3434,E31027,edist,Templeboy South / Mullagheruse
3435,E31069,edist,Branchfield / Carrownaskeagh
3436,E31071,edist,Loughill / Cloonacool
3437,E32028,edist,Pedara Vohers / Tircahan
3438,E32018,edist,Templeport / Benbrack
3439,E32082,edist,Dunmakeever / Derrynananta
3440,E32087,edist,Killinagh / Teebane
