,uid,zoom,desc
1680,E18196,edist,Templemichael
1681,E18197,edist,Aghinagh
1682,E18198,edist,Aglish
1683,E18199,edist,Béal Átha an Ghaorthaidh (Bealanageary)
1684,E18200,edist,Ceann Droma
1685,E18201,edist,Cannaway
1686,E18202,edist,Claonráth
1687,E18203,edist,Clondrohid
1688,E18204,edist,Clonmoyle
1689,E18205,edist,Doire Fhínín
1690,E18206,edist,Gort na Tiobratan
1691,E18207,edist,Gowlane
1692,E18208,edist,Greenville
1693,E18209,edist,Inchigeelagh
1694,E18210,edist,Kilberrihert
1695,E18211,edist,Kilcullen
1696,E18212,edist,Cill na Martra
1697,E18213,edist,Macloneigh
1698,E18214,edist,Magourney
1699,E18215,edist,Mashanaglass
1700,E18216,edist,Mountrivers
1701,E18217,edist,Rahalisk
1702,E18218,edist,An Sliabh Riabhach
1703,E18219,edist,Na hUláin
1704,E18220,edist,Warrenscourt
1705,E18221,edist,Ardskeagh
1706,E18222,edist,Ballyclogh
1707,E18223,edist,Ballynamona
1708,E18224,edist,Buttevant
1709,E18225,edist,Caherduggan
1710,E18226,edist,Carrig
1711,E18227,edist,Churchtown
1712,E18228,edist,Clenor
1713,E18229,edist,Doneraile
1714,E18230,edist,Dromore
1715,E18231,edist,Imphrick
1716,E18232,edist,Kilmaclenine
1717,E18233,edist,Kilshannig
1718,E18234,edist,Liscarroll
1719,E18235,edist,Mallow Rural
1720,E18236,edist,Milltown
1721,E18237,edist,Monanimy
1722,E18238,edist,Rahan
1723,E18239,edist,Rathluirc
1724,E18240,edist,Shanballymore
1725,E18241,edist,Skahanagh
1726,E18242,edist,Springfort
1727,E18243,edist,Streamhill
1728,E18244,edist,Templemary
1729,E18245,edist,Wallstown
1730,E18246,edist,Ballintemple
1731,E18247,edist,Ballycottin
1732,E18248,edist,Ballyspillane
1733,E18249,edist,Carrigtohill
1734,E18250,edist,Castlemartyr
1735,E18251,edist,Clonmult
1736,E18252,edist,Cloyne
1737,E18253,edist,Corkbeg
1738,E18254,edist,Dangan
1739,E18255,edist,Dungourney
1740,E18256,edist,Garryvoe
1741,E18257,edist,Ightermurragh
1742,E18258,edist,Inch
1743,E18259,edist,Lisgoold
1744,E18260,edist,Midleton Rural
1745,E18261,edist,Mogeely
1746,E18262,edist,Rostellan
1747,E18263,edist,Templebodan
1748,E18264,edist,Templenacarriga
1749,E18265,edist,Caherbarnagh
1750,E18266,edist,Coomlogane
1751,E18267,edist,Crinnaloo
1752,E18268,edist,Cullen
1753,E18269,edist,Derragh
1754,E18270,edist,Doonasleen
1755,E18271,edist,Drishane
1756,E18272,edist,Keale
1757,E18273,edist,Kilcorney
1758,E18274,edist,Knocknagree
1759,E18275,edist,Rathcool
1760,E18276,edist,Skagh
1761,E18277,edist,Ballyarthur
1762,E18278,edist,Derryvillane
1763,E18279,edist,Farahy
1764,E18280,edist,Kildorrery
1765,E18281,edist,Kilgullane
1766,E18282,edist,Kilphelan
1767,E18283,edist,Marshalstown
1768,E18284,edist,Mitchelstown
1769,E18285,edist,Templemolaga
1770,E18286,edist,Aghadown North
1771,E18287,edist,Aghadown South
1772,E18288,edist,Bredagh
1773,E18289,edist,Caheragh
1774,E18290,edist,Cléire
1775,E18291,edist,Carrigbaun
1776,E18292,edist,Castlehaven North
1777,E18293,edist,Castlehaven South
1778,E18294,edist,Cloghdonnell
1779,E18295,edist,Cloonkeen
1780,E18296,edist,Drinagh
1781,E18297,edist,Dromdaleague North
1782,E18298,edist,Dromdaleague South
1783,E18299,edist,Garranes
1784,E18300,edist,Gortnascreeny
1785,E18301,edist,Kilfaughnabeg
1786,E18302,edist,Killeenleagh
1787,E18303,edist,Knockskagh
1788,E18304,edist,Myross
1789,E18305,edist,Shreelane
1790,E18306,edist,Skibbereen Rural
1791,E18307,edist,Tullagh
1792,E18308,edist,Woodfort
1793,E18309,edist,Ballybane
1794,E18310,edist,Ballydehob
1795,E18311,edist,Coolagh
1796,E18312,edist,Crookhaven
1797,E18313,edist,Dunbeacon
1798,E18314,edist,Dunmanus
1799,E18315,edist,Goleen
1800,E18316,edist,Kilcoe
1801,E18317,edist,Lowertown
1802,E18318,edist,Skull
1803,E18319,edist,Toormore
1804,E18320,edist,Ardagh
1805,E18321,edist,Clonpriest
1806,E18322,edist,Kilcronat
1807,E18323,edist,Killeagh
1808,E18324,edist,Kilmacdonogh
1809,E18325,edist,Youghal Rural
1810,E19001,edist,Killarney Urban
1811,E19002,edist,Listowel Urban
1812,E19003,edist,Tralee Urban
1813,E19004,edist,Na Beathacha
1814,E19005,edist,Baile an Sceilg
1815,E19006,edist,An Baile Breac
1816,E19007,edist,Caher
1817,E19008,edist,Cathair Dónall
1818,E19009,edist,Ceannúigh / Máistir Gaoithe
1819,E19010,edist,Castlequin
1820,E19012,edist,Curraghbeg
1821,E19013,edist,Doire Fhíonáin
1822,E19014,edist,Doire Ianna / Cloon
1823,E19015,edist,An tImleach
1824,E19016,edist,Glanbehy
1825,E19017,edist,Killinane
1826,E19018,edist,Lickeen
1827,E19019,edist,Loch Luíoch
1828,E19021,edist,Maum
1829,E19022,edist,Portmagee
1830,E19023,edist,Toghroinn Fhíonáin
1831,E19024,edist,Teeranearagh
1832,E19025,edist,Valencia
1833,E19026,edist,Ballinvoher
1834,E19027,edist,An Baile Dubh
1835,E19028,edist,Ballynacourty
1836,E19029,edist,Cé Bhréanainn
1837,E19030,edist,Castlegregory
1838,E19031,edist,An Clochán
1839,E19032,edist,Deelis
1840,E19033,edist,An Daingean
1841,E19034,edist,Dún Chaoin
1842,E19035,edist,Dún Urlann
1843,E19036,edist,Na Gleannta
1844,E19037,edist,Inch
1845,E19038,edist,Cill Maoilchéadair
1846,E19039,edist,Cill Chuáin
1847,E19040,edist,Cinn Aird
1848,E19041,edist,Lack
1849,E19042,edist,Márthain
1850,E19043,edist,An Mhin Aird
1851,E19044,edist,An Sráidbhaile
1852,E19045,edist,Ceann Trá
1853,E19046,edist,Ardea
1854,E19047,edist,Banawn
1855,E19048,edist,Cappagh
1856,E19049,edist,Castlecove
1857,E19050,edist,Dawros
1858,E19051,edist,Dromore
1859,E19052,edist,Glanlee
1860,E19053,edist,Glanlough
1861,E19054,edist,Glanmore
1862,E19055,edist,Greenane
1863,E19056,edist,Kenmare
1864,E19057,edist,Kilgarvan
1865,E19058,edist,Loughbrin
1866,E19059,edist,Reen
1867,E19060,edist,Sneem
1868,E19061,edist,Tahilla
1869,E19062,edist,Aghadoe
1870,E19063,edist,Aglish
1871,E19064,edist,Ballyhar
1872,E19065,edist,Brewsterfield
1873,E19066,edist,Caragh
1874,E19067,edist,Churchtown
1875,E19068,edist,Clydagh
1876,E19069,edist,Coolies
1877,E19070,edist,Coom
1878,E19071,edist,Curraghmore
1879,E19072,edist,Currans
1880,E19073,edist,Doocarrig
1881,E19074,edist,Dromin
1882,E19075,edist,Dunloe
1883,E19076,edist,Flesk
1884,E19077,edist,Headfort
1885,E19078,edist,Kilbonane
1886,E19079,edist,Kilcummin
1887,E19080,edist,Kilfelim
1888,E19081,edist,Kilgobnet
1889,E19082,edist,Killarney Rural
1890,E19083,edist,Killeentierna
1891,E19084,edist,Killorglin
1892,E19085,edist,Kilnanare
1893,E19086,edist,Knocknahoe
1894,E19087,edist,Lahard
1895,E19088,edist,Milltown
1896,E19089,edist,Molahiffe
1897,E19090,edist,Muckross
1898,E19091,edist,Rathmore
1899,E19092,edist,Rockfield
1900,E19093,edist,Ardagh
1901,E19094,edist,Astee
1902,E19095,edist,Ballincloher
1903,E19096,edist,Ballyconry
1904,E19097,edist,Ballyduff
1905,E19098,edist,Ballyegan
1906,E19099,edist,Ballyhorgan
1907,E19100,edist,Beal
1908,E19101,edist,Carrig
1909,E19102,edist,Causeway
1910,E19103,edist,Cloontubbrid
1911,E19104,edist,Drommartin
1912,E19105,edist,Duagh
1913,E19106,edist,Ennismore
1914,E19107,edist,Gullane
1915,E19108,edist,Gunsborough
1916,E19109,edist,Kilfeighny
1917,E19110,edist,Killehenny
1918,E19111,edist,Killury
1919,E19112,edist,Kilmeany
1920,E19113,edist,Kilshenane
1921,E19114,edist,Kiltomy
1922,E19115,edist,Leitrim
1923,E19116,edist,Lislaughtin
1924,E19117,edist,Lisselton
1925,E19118,edist,Listowel Rural
1926,E19119,edist,Lixnaw
1927,E19120,edist,Moynsha
1928,E19121,edist,Newtownsandes
1929,E19122,edist,Rathea
1930,E19123,edist,Shronowen
1931,E19124,edist,Tarbert
1932,E19125,edist,Tarmon
1933,E19126,edist,Trienearagh
1934,E19127,edist,Urlee
1935,E19128,edist,Abbeydorney
1936,E19129,edist,Arabela
1937,E19130,edist,Ardfert
1938,E19131,edist,Ballyegan
1939,E19132,edist,Ballyheige
1940,E19133,edist,Ballynahaglish
1941,E19134,edist,Ballynorig
1942,E19135,edist,Ballyseedy
1943,E19136,edist,Banna
1944,E19137,edist,Baurtregaum
1945,E19138,edist,Blennerville
1946,E19139,edist,Boolteens
1947,E19140,edist,Brosna
1948,E19141,edist,Carker
1949,E19142,edist,Castleisland
1950,E19143,edist,Clogherbrien
1951,E19144,edist,Cordal
1952,E19145,edist,Crinny
1953,E19146,edist,Derreen
1954,E19147,edist,Doon
1955,E19148,edist,Gneeves
1956,E19149,edist,Kerryhead
1957,E19150,edist,Kilflyn
1958,E19151,edist,Kilgarrylander
1959,E19152,edist,Kilgobban
1960,E19153,edist,Killahan
1961,E19154,edist,Kilmurry
1962,E19155,edist,Kiltallagh
1963,E19156,edist,Knockglass
1964,E19157,edist,Knocknagashel
1965,E19158,edist,Lackabaun
1966,E19159,edist,Millbrook
1967,E19160,edist,Mount Eagle
1968,E19161,edist,Nohaval
1969,E19162,edist,O'Brennan
1970,E19163,edist,Ratass
1971,E19164,edist,Scartaglin
1972,E19165,edist,Tralee Rural
1973,E19166,edist,Tubrid
1974,E20001,edist,Abbey A
1975,E20002,edist,Abbey B
1976,E20003,edist,Abbey C
1977,E20004,edist,Abbey D
1978,E20005,edist,Ballinacurra A
1979,E20006,edist,Ballinacurra B
1980,E20007,edist,Ballynanty
1981,E20008,edist,Castle A
1982,E20009,edist,Castle B
1983,E20010,edist,Castle C
1984,E20011,edist,Castle D
1985,E20012,edist,Coolraine
1986,E20013,edist,Custom House
1987,E20014,edist,Dock A
1988,E20015,edist,Dock B
1989,E20016,edist,Dock C
1990,E20017,edist,Dock D
1991,E20018,edist,Farranshone
1992,E20019,edist,Galvone A
1993,E20020,edist,Galvone B
1994,E20021,edist,Glentworth A
1995,E20022,edist,Glentworth B
1996,E20023,edist,Glentworth C
1997,E20024,edist,John's A
1998,E20025,edist,John's B
1999,E20026,edist,John's C
2000,E20027,edist,Killeely A
2001,E20028,edist,Killeely B
2002,E20029,edist,Market
2003,E20030,edist,Prospect A
2004,E20031,edist,Prospect B
2005,E20032,edist,Rathbane
2006,E20033,edist,St. Laurence
2007,E20034,edist,Shannon A
2008,E20035,edist,Shannon B
2009,E20036,edist,Singland A
2010,E20037,edist,Singland B
2011,E20065,edist,Limerick North Rural
2012,E21001,edist,Abbeyville
2013,E21002,edist,Adare North
2014,E21003,edist,Adare South
2015,E21004,edist,Ballingarry
2016,E21005,edist,Ballyagran
2017,E21006,edist,Ballygrennan
2018,E21007,edist,Ballynabanoge
2019,E21008,edist,Ballynoe
2020,E21009,edist,Castletown
2021,E21010,edist,Coolrus
2022,E21011,edist,Crean
2023,E21012,edist,Crecora
2024,E21013,edist,Croom
2025,E21014,edist,Dunnaman
2026,E21015,edist,Fedamore
2027,E21016,edist,Garrane
2028,E21017,edist,Grange
2029,E21018,edist,Kilfinny
2030,E21019,edist,Kilpeacon
2031,E21020,edist,Rathmore
2032,E21021,edist,Fleanmore
2033,E21022,edist,Glin
2034,E21023,edist,Kilfergus
2035,E21024,edist,Kilmoylan
2036,E21025,edist,Ardpatrick
2037,E21026,edist,Athlacca
2038,E21027,edist,Ballymacshaneboy
2039,E21028,edist,Bruff
2040,E21029,edist,Bruree
2041,E21030,edist,Bulgaden
2042,E21031,edist,Cahercorney
2043,E21032,edist,Colmanswell
2044,E21033,edist,Darragh
2045,E21034,edist,Dromin
2046,E21035,edist,Emlygrennan
2047,E21036,edist,Glenbrohane
2048,E21037,edist,Griston
2049,E21038,edist,Hospital
2050,E21039,edist,Kilfinnane
2051,E21040,edist,Kilflyn
2052,E21041,edist,Kilmallock
2053,E21042,edist,Kilteely
2054,E21043,edist,Knockainy
2055,E21044,edist,Knocklong
2056,E21045,edist,Particles
2057,E21046,edist,Rockhill
2058,E21047,edist,Tobernea
2059,E21048,edist,Uregare
2060,E21049,edist,Abington
2061,E21050,edist,Ballybricken
2062,E21051,edist,Ballycummin
2063,E21052,edist,Ballysimon
2064,E21053,edist,Ballyvarra
2065,E21054,edist,Caherconlish East
2066,E21055,edist,Caherconlish West
2067,E21056,edist,Caherelly
2068,E21057,edist,Cappamore
2069,E21058,edist,Carrig
2070,E21059,edist,Castleconnell
2071,E21060,edist,Clarina
2072,E21061,edist,Clonkeen
2073,E21062,edist,Doon West
2074,E21063,edist,Glenstal
2075,E21064,edist,Kilmurry
2076,E21066,edist,Limerick South Rural
2077,E21067,edist,Patrickswell
2078,E21068,edist,Roxborough
2079,E21069,edist,Anglesborough
2080,E21070,edist,Ballylanders
2081,E21071,edist,Cullane
2082,E21072,edist,Duntryleague
2083,E21073,edist,Galbally
2084,E21074,edist,Kilbeheny
2085,E21075,edist,Kilglass
2086,E21076,edist,Knocknascrow
2087,E21077,edist,Riversdale
2088,E21078,edist,Abbeyfeale
2089,E21079,edist,Ardagh
2090,E21080,edist,Ballintober
2091,E21081,edist,Ballynoe West
2092,E21082,edist,Boola
2093,E21083,edist,Broadford
2094,E21084,edist,Caher
2095,E21085,edist,Cleanglass
2096,E21086,edist,Cloncagh
2097,E21087,edist,Danganbeg
2098,E21088,edist,Dromcolliher
2099,E21089,edist,Dromtrasna
2100,E21090,edist,Feenagh
2101,E21091,edist,Garryduff
2102,E21092,edist,Glenagower
2103,E21093,edist,Glengort
2104,E21094,edist,Glensharrold
2105,E21095,edist,Kilmeedy
2106,E21096,edist,Knockaderry
2107,E21097,edist,Mahoonagh
2108,E21098,edist,Monagay
2109,E21099,edist,Mountcollins
2110,E21100,edist,Mountplummer
2111,E21101,edist,Newcastle Rural
2112,E21102,edist,Newcastle Urban
2113,E21103,edist,Port
2114,E21104,edist,Rathronan
2115,E21105,edist,Rooskagh
2116,E21106,edist,Templeglentan
2117,E21107,edist,Askeaton East
2118,E21108,edist,Askeaton West
2119,E21109,edist,Aughinish
2120,E21110,edist,Ballyallinan
2121,E21111,edist,Ballynacarriga
2122,E21112,edist,Castletown
2123,E21113,edist,Craggs
2124,E21114,edist,Croagh
2125,E21115,edist,Dromard
2126,E21116,edist,Dunmoylan East
2127,E21117,edist,Dunmoylan West
2128,E21118,edist,Iveruss
2129,E21119,edist,Kilcornan
2130,E21120,edist,Kildimo
2131,E21121,edist,Kilscannell
2132,E21122,edist,Lismakeery
2133,E21123,edist,Loghill
2134,E21124,edist,Mohernagh
2135,E21125,edist,Nantinan
2136,E21126,edist,Pallaskenry
2137,E21127,edist,Rathkeale Rural
2138,E21128,edist,Rathkeale Urban
2139,E21129,edist,Riddlestown
2140,E21130,edist,Shanagolden
2141,E21131,edist,Shanid
2142,E21132,edist,Bilboa
2143,E21133,edist,Doon South
2144,E21134,edist,Grean
2145,E21135,edist,Oola
2146,E21136,edist,Templebredon
2147,E22001,edist,Nenagh East Urban
2148,E22002,edist,Nenagh West Urban
2149,E22003,edist,Templemore
2150,E22004,edist,Thurles Urban
2151,E22005,edist,Aglishcloghane
2152,E22006,edist,Ballingarry
2153,E22007,edist,Ballylusky
2154,E22008,edist,Borrisokane
2155,E22009,edist,Carrig
2156,E22010,edist,Cloghjordan
2157,E22011,edist,Cloghprior
2158,E22012,edist,Clohaskin
2159,E22013,edist,Finnoe
2160,E22014,edist,Graigue
2161,E22015,edist,Kilbarron
2162,E22016,edist,Lorrha East
2163,E22017,edist,Lorrha West
2164,E22018,edist,Mertonhall
2165,E22019,edist,Rathcabban
2166,E22020,edist,Redwood
2167,E22021,edist,Riverstown
2168,E22022,edist,Terryglass
2169,E22023,edist,Uskane
2170,E22024,edist,Abington
2171,E22025,edist,Aghnameadle
2172,E22026,edist,Ardcrony
2173,E22027,edist,Ballina
2174,E22028,edist,Ballygibbon
2175,E22029,edist,Ballymackey
2176,E22030,edist,Ballynaclogh
2177,E22031,edist,Birdhill
2178,E22032,edist,Burgesbeg
2179,E22033,edist,Carrigatogher
2180,E22034,edist,Castletown
2181,E22035,edist,Derrycastle
2182,E22036,edist,Dolla
2183,E22037,edist,Greenhall / Lackagh
2184,E22038,edist,Kilcomenty
2185,E22039,edist,Kilkeary
2186,E22040,edist,Killoscully
2187,E22041,edist,Kilmore
2188,E22042,edist,Kilnaneave
2189,E22043,edist,Kilnarath
2190,E22044,edist,Knigh
2191,E22046,edist,Latteragh
2192,E22047,edist,Monsea
2193,E22048,edist,Nenagh Rural
2194,E22049,edist,Newport
2195,E22050,edist,Templederry
2196,E22051,edist,Youghalarra
2197,E22052,edist,Borrisnafarney
2198,E22053,edist,Borrisnoe
2199,E22054,edist,Bourney East
2200,E22055,edist,Bourney West
2201,E22056,edist,Killavinoge
2202,E22057,edist,Killea
2203,E22058,edist,Rathnaveoge
2204,E22059,edist,Roscrea
2205,E22060,edist,Timoney
2206,E22061,edist,Ballycahill
2207,E22062,edist,Ballymurreen
2208,E22063,edist,Borrisoleigh
2209,E22064,edist,Drom
2210,E22065,edist,Foilnaman
2211,E22066,edist,Glenkeen
2212,E22067,edist,Gortkelly
2213,E22068,edist,Holycross
2214,E22069,edist,Inch
2215,E22070,edist,Kilrush
2216,E22071,edist,Littleton
2217,E22072,edist,Longfordpass
2218,E22073,edist,Loughmoe
2219,E22074,edist,Moyaliff
2220,E22075,edist,Moycarky
2221,E22076,edist,Moyne
2222,E22077,edist,Rahelty
2223,E22078,edist,Templetouhy
2224,E22079,edist,Thurles Rural
2225,E22080,edist,Twomileborris
2226,E22081,edist,Upperchurch
2227,E23082,edist,Carrickbeg Urban
2228,E23083,edist,Carrick-on-Suir Urban
2229,E23084,edist,Cashel Urban
2230,E23085,edist,Clonmel East Urban
2231,E23086,edist,Clonmel West Urban
2232,E23087,edist,Tipperary East Urban
2233,E23088,edist,Tipperary West Urban
2234,E23089,edist,Carrick-on-Suir Rural
2235,E23090,edist,Garrangibbon
2236,E23091,edist,Kilmurry
2237,E23092,edist,Newtown
2238,E23093,edist,Ardmayle
2239,E23094,edist,Ardsallagh
2240,E23095,edist,Ballysheehan
2241,E23096,edist,Cashel Rural
2242,E23097,edist,Clogher
2243,E23098,edist,Cloneen
2244,E23099,edist,Clonoulty East
2245,E23100,edist,Clonoulty West
2246,E23101,edist,Colman
2247,E23102,edist,Cooleagh
2248,E23103,edist,Drangan
2249,E23104,edist,Fethard
2250,E23105,edist,Gaile
2251,E23106,edist,Graigue
2252,E23107,edist,Greystown
2253,E23108,edist,Killeenasteena
2254,E23109,edist,Killenaule
2255,E23110,edist,Kilpatrick
2256,E23111,edist,Knockgraffon
2257,E23112,edist,Magorban
2258,E23113,edist,Nodstown
2259,E23114,edist,Oughterleague
2260,E23115,edist,Peppardstown
2261,E23116,edist,Tullamain
2262,E23117,edist,Ardfinnan
2263,E23118,edist,Ballybacon
2264,E23119,edist,Ballyporeen
2265,E23120,edist,Burncourt
2266,E23121,edist,Caher
2267,E23122,edist,Clogheen
2268,E23123,edist,Coolagarranroe
2269,E23124,edist,Derrygrath
2270,E23125,edist,Kilcommon
2271,E23126,edist,Kilcoran
2272,E23127,edist,Mortlestown
2273,E23128,edist,Newcastle
2274,E23129,edist,Tubbrid
2275,E23130,edist,Tullaghmelan
2276,E23131,edist,Tullaghorton
2277,E23132,edist,Ballyclerahan
2278,E23133,edist,Clonmel Rural
2279,E23134,edist,Inishlounaght
2280,E23135,edist,Kilcash
2281,E23137,edist,Kilsheelan / Killaloan
2282,E23138,edist,Kiltinan
2283,E23139,edist,Lisronagh
2284,E23140,edist,Anner
2285,E23141,edist,Ballingarry
2286,E23142,edist,Ballyphilip
2287,E23143,edist,Buolick
2288,E23144,edist,Crohane
2289,E23145,edist,Farranrory
2290,E23146,edist,Fennor
2291,E23147,edist,Kilcooly
2292,E23148,edist,Kilvemnon
2293,E23149,edist,Modeshil
2294,E23150,edist,Mullinahone
2295,E23151,edist,New Birmingham
2296,E23152,edist,Poyntstown
2297,E23153,edist,Ballycarron
2298,E23154,edist,Ballygriffin
2299,E23155,edist,Ballykisteen
2300,E23156,edist,Bansha
2301,E23157,edist,Bruis
2302,E23158,edist,Cappagh
2303,E23159,edist,Clonbeg
2304,E23160,edist,Cullen
2305,E23161,edist,Curraheen
2306,E23162,edist,Donohill
2307,E23163,edist,Drumwood
2308,E23164,edist,Emly
2309,E23165,edist,Glengar
2310,E23166,edist,Golden
2311,E23167,edist,Kilfeakle
2312,E23168,edist,Killadriffe
2313,E23169,edist,Kilmucklin
2314,E23170,edist,Lattin
2315,E23171,edist,Rathlynin
2316,E23172,edist,Rodus
2317,E23173,edist,Shronell
2318,E23174,edist,Solloghodbeg
2319,E23175,edist,Templeneiry
2320,E23176,edist,Thomastown
2321,E23177,edist,Tipperary Rural
2322,E24001,edist,Ballybeg North
2323,E24002,edist,Ballybeg South / Ballynaneashagh
2324,E24003,edist,Ballybricken West
2325,E24004,edist,Ballymaclode
2326,E24005,edist,Ballynakill
2327,E24007,edist,Ballytruckle
2328,E24008,edist,Bilberry
2329,E24009,edist,Centre A
2330,E24010,edist,Centre B
2331,E24011,edist,Cleaboy
2332,E24012,edist,Custom House A
2333,E24013,edist,Custom House B
2334,E24014,edist,Farranshoneen
2335,E24015,edist,Ferrybank
2336,E24016,edist,Gracedieu
2337,E24017,edist,Grange North
2338,E24018,edist,Grange South
2339,E24019,edist,Grange Upper
2340,E24020,edist,Kilbarry
2341,E24021,edist,Kingsmeadow
2342,E24022,edist,Larchville
2343,E24023,edist,Lisduggan
2344,E24024,edist,Military Road
2345,E24025,edist,Morrisson's Avenue East
2346,E24026,edist,Morrisson's Avenue West
2347,E24027,edist,Morrisson's Road
2348,E24028,edist,Mount Sion
2349,E24029,edist,Newport's Square
2350,E24030,edist,Newtown
2351,E24031,edist,Park
2352,E24032,edist,Poleberry
2353,E24033,edist,Roanmore
2354,E24034,edist,Shortcourse
2355,E24035,edist,Slievekeale
2356,E24036,edist,The Glen
2357,E24037,edist,Ticor North
2358,E24038,edist,Ticor South
2359,E25001,edist,Dungarvan No. 1 Urban
2360,E25002,edist,Dungarvan No. 2 Urban
2361,E25003,edist,Ballydurn
2362,E25004,edist,Carrickbeg Rural
2363,E25005,edist,Clonea
2364,E25006,edist,Fenoagh
2365,E25007,edist,Glen
2366,E25008,edist,Kilmeadan
2367,E25009,edist,Mothel
2368,E25010,edist,Portlaw
2369,E25011,edist,Rathgormuck
2370,E25012,edist,Ross
2371,E25013,edist,Ballymacarbry
2372,E25014,edist,Graignagower
2373,E25015,edist,Gurteen
2374,E25016,edist,Kilmacomma
2375,E25017,edist,Kilronan
2376,E25018,edist,St. Mary's
2377,E25019,edist,Aird Mhór
2378,E25020,edist,Baile Mhac Airt
2379,E25021,edist,Bohadoon
2380,E25022,edist,Cappagh
2381,E25023,edist,Carriglea
2382,E25024,edist,Clonea
2383,E25025,edist,Colligan
2384,E25026,edist,Coumaraglin
2385,E25027,edist,Dromana
2386,E25028,edist,Dromore
2387,E25029,edist,Dungarvan Rural
2388,E25030,edist,Keereen
2389,E25031,edist,Knockaunbrandaun
2390,E25032,edist,Modelligo
2391,E25033,edist,Mountstuart
2392,E25034,edist,An Rinn
2393,E25035,edist,Seskinan
2394,E25036,edist,Whitechurch
2395,E25037,edist,Annestown
2396,E25038,edist,Ballylaneen
2397,E25039,edist,Carrigcastle
2398,E25040,edist,Comeragh
2399,E25041,edist,Dunhill
2400,E25042,edist,Fews
2401,E25043,edist,Fox's Castle
2402,E25044,edist,Gardenmorris
2403,E25045,edist,Georgestown
2404,E25046,edist,Kilbarrymeaden
2405,E25047,edist,Kilmacthomas
2406,E25048,edist,Knockmahon
2407,E25049,edist,Mountkennedy
2408,E25050,edist,Newtown
2409,E25051,edist,Stradbally
2410,E25052,edist,Tinnasaggart
2411,E25053,edist,Ballyduff
2412,E25054,edist,Ballyhane
2413,E25055,edist,Ballyin
2414,E25056,edist,Ballynamult
2415,E25057,edist,Ballysaggartmore
2416,E25058,edist,Cappoquin
2417,E25059,edist,Castlerichard
2418,E25060,edist,Drumroe
2419,E25061,edist,Gortnapeaky
2420,E25062,edist,Kilcockan
2421,E25063,edist,Kilwatermoy East
2422,E25064,edist,Kilwatermoy West
2423,E25065,edist,Lismore Rural
2424,E25066,edist,Lismore Urban
2425,E25067,edist,Mocollop
2426,E25068,edist,Modelligo
2427,E25069,edist,Tallow
2428,E25070,edist,Ballynakill (Part Rural)
2429,E25071,edist,Drumcannon
2430,E25072,edist,Faithlegg (Part Rural)
2431,E25073,edist,Islandikane
2432,E25074,edist,Kilbarry (Part Rural)
2433,E25075,edist,Killea
2434,E25076,edist,Killoteran
2435,E25077,edist,Kilmacleague
2436,E25078,edist,Kilmeadan
2437,E25079,edist,Newcastle
2438,E25080,edist,Pembrokestown
2439,E25081,edist,Rathmoylan
2440,E25082,edist,Reisk
2441,E25083,edist,Tramore
2442,E25084,edist,Woodstown
2443,E25085,edist,Ardmore
2444,E25086,edist,Ballyheeny
2445,E25087,edist,Clashmore
2446,E25088,edist,Glenwilliam
2447,E25089,edist,Grallagh
2448,E25090,edist,Grange
2449,E25091,edist,Kinsalebeg
2450,E25092,edist,Templemichael
2451,E26001,edist,Ballybaan
2452,E26002,edist,Baile an Bhriotaihg
2453,E26003,edist,Bearna
2454,E26004,edist,An Caisleán Gearr
2455,E26005,edist,Claddagh
2456,E26006,edist,Dangan
2457,E26007,edist,Eyre Square
2458,E26008,edist,An Cnocán Carrach
2459,E26009,edist,Lough Atalia
2460,E26010,edist,Mionlach
2461,E26011,edist,Mervue
2462,E26012,edist,Murroogh
2463,E26013,edist,Newcastle
2464,E26014,edist,Nuns Island
2465,E26015,edist,Rahoon
2466,E26016,edist,Renmore
2467,E26017,edist,Rockbarton
2468,E26018,edist,Paróiste San Nicoláis
2469,E26019,edist,Salthill
2470,E26020,edist,Shantalla
2471,E26021,edist,Taylors Hill
2472,E26022,edist,Wellpark
2473,E27001,edist,Ballinasloe Urban
2474,E27002,edist,Abbeygormacan
2475,E27003,edist,Ahascragh
2476,E27004,edist,Aughrim
2477,E27005,edist,Ballinasloe Rural
2478,E27006,edist,Ballymacward
2479,E27007,edist,Clonfert
2480,E27008,edist,Clontuskert
2481,E27009,edist,Kellysgrove
2482,E27010,edist,Kilconnell
2483,E27011,edist,Killaan
2484,E27012,edist,Killallaghtan
2485,E27013,edist,Killoran
2486,E27014,edist,Killure
2487,E27015,edist,Kilmacshane
2488,E27016,edist,Kiltormer
2489,E27017,edist,Kylemore
2490,E27018,edist,Laurencetown
2491,E27019,edist,Lismanny
2492,E27020,edist,Oatfield
2493,E27021,edist,Ballynakill
2494,E27022,edist,Binn an Choire
2495,E27023,edist,Bunowen
2496,E27024,edist,Cleggan
2497,E27025,edist,Clifden
2498,E27026,edist,Cushkillary
2499,E27027,edist,Derrycunlagh / Derrylea
2500,E27029,edist,Doonloughan
2501,E27030,edist,Errislannan
2502,E27031,edist,An Uillinn
2503,E27032,edist,Inishbofin
2504,E27033,edist,An Cnoc Buí
2505,E27034,edist,Maíros
2506,E27035,edist,Abhainn Ghabhla
2507,E27036,edist,Rinvyle
2508,E27037,edist,Cloch na Rón
2509,E27038,edist,Sillerna
2510,E27039,edist,Scainimh
