,uid,zoom,year,work,lffj,unemployed,student,home_fam,retired,sick_dis,stat_other,stat_total
440,E06065,edist,2016,1199,6,78,246,164,182,59,4,1938
441,E06066,edist,2016,3194,81,625,571,510,885,351,31,6248
442,E06067,edist,2016,197,0,17,41,36,80,6,2,379
443,E06068,edist,2016,247,5,22,56,60,84,12,0,486
444,E06069,edist,2016,431,6,30,88,73,99,14,10,751
445,E06070,edist,2016,1451,16,149,288,234,286,108,17,2549
446,E06071,edist,2016,4031,91,693,736,634,800,408,32,7425
447,E06072,edist,2016,2134,23,167,399,281,406,95,13,3518
448,E06073,edist,2016,138,1,5,16,20,41,1,0,222
449,E06074,edist,2016,977,13,126,186,168,167,79,6,1722
450,E06075,edist,2016,820,12,142,163,171,134,76,3,1521
451,E06076,edist,2016,246,1,8,63,51,77,11,0,457
452,E06077,edist,2016,448,1,19,113,67,72,12,1,733
453,E06078,edist,2016,6406,106,782,1167,931,1125,386,20,10923
454,E06079,edist,2016,1404,11,101,125,146,132,35,5,1959
455,E06080,edist,2016,425,0,20,75,67,57,14,1,659
456,E06081,edist,2016,385,6,43,74,77,126,33,2,746
457,E06082,edist,2016,342,1,11,74,57,87,16,0,588
458,E06083,edist,2016,150,2,11,31,21,33,7,0,255
459,E06084,edist,2016,265,3,22,50,41,56,14,4,455
460,E06085,edist,2016,542,1,27,139,87,99,13,1,909
461,E06086,edist,2016,758,14,140,142,183,187,100,3,1527
462,E06087,edist,2016,483,6,46,104,80,116,39,2,876
463,E06088,edist,2016,338,3,41,73,65,58,17,0,595
464,E06089,edist,2016,215,1,20,35,40,73,22,0,406
465,E07001,edist,2016,2375,56,487,401,350,783,294,14,4760
466,E07002,edist,2016,1807,39,286,241,256,752,157,11,3549
467,E07003,edist,2016,240,3,11,40,41,66,13,1,415
468,E07004,edist,2016,654,9,72,129,112,207,39,5,1227
469,E07005,edist,2016,704,12,140,116,119,206,74,20,1391
470,E07006,edist,2016,184,1,17,32,28,48,20,27,357
471,E07007,edist,2016,165,1,13,28,28,49,6,0,290
472,E07008,edist,2016,100,0,10,21,20,13,7,0,171
473,E07009,edist,2016,285,4,29,72,35,58,11,0,494
474,E07010,edist,2016,93,2,13,18,16,21,6,0,169
475,E07011,edist,2016,285,3,36,44,54,103,32,2,559
476,E07012,edist,2016,214,0,20,37,37,65,17,0,390
477,E07013,edist,2016,102,0,6,20,14,22,18,34,216
478,E07014,edist,2016,65,2,9,10,10,22,7,0,125
479,E07015,edist,2016,204,1,13,46,30,46,11,1,352
480,E07016,edist,2016,53,0,9,8,13,19,5,0,107
481,E07017,edist,2016,422,4,57,77,59,98,20,1,738
482,E07018,edist,2016,76,0,5,17,11,15,1,0,125
483,E07019,edist,2016,665,10,125,153,130,224,54,5,1366
484,E07020,edist,2016,185,2,21,45,28,51,15,0,347
485,E07021,edist,2016,181,1,16,32,30,64,11,2,337
486,E07022,edist,2016,83,1,5,8,16,25,6,0,144
487,E07023,edist,2016,164,3,16,42,40,61,8,1,335
488,E07024,edist,2016,171,3,15,40,24,37,8,0,298
489,E07025,edist,2016,596,5,83,101,131,221,64,3,1204
490,E07026,edist,2016,877,21,167,207,149,341,125,4,1891
491,E07027,edist,2016,462,11,76,110,111,163,59,2,994
492,E07028,edist,2016,122,0,8,19,16,17,6,0,188
493,E07029,edist,2016,200,1,12,52,29,48,15,1,358
494,E07030,edist,2016,496,9,72,122,90,158,69,3,1019
495,E07031,edist,2016,189,2,21,32,39,50,20,1,354
496,E07032,edist,2016,236,2,16,43,39,60,13,1,410
497,E07033,edist,2016,58,0,5,13,19,16,2,0,113
498,E07034,edist,2016,121,0,15,23,20,30,8,1,218
499,E07035,edist,2016,94,1,12,22,21,24,5,1,180
500,E07036,edist,2016,165,1,19,27,28,32,8,0,280
501,E07037,edist,2016,267,1,61,52,36,85,23,1,526
502,E07038,edist,2016,187,5,20,44,38,71,12,1,378
503,E07039,edist,2016,344,2,31,57,69,81,28,1,613
504,E07040,edist,2016,174,2,10,40,12,29,11,1,279
505,E07041,edist,2016,129,0,6,29,23,22,8,0,217
506,E07042,edist,2016,194,1,12,36,35,52,9,0,339
507,E07043,edist,2016,323,1,26,56,38,75,20,2,541
508,E07044,edist,2016,225,5,14,51,34,73,8,0,410
509,E07045,edist,2016,221,2,18,52,39,86,13,1,432
510,E07046,edist,2016,303,2,17,64,40,81,12,0,519
511,E07047,edist,2016,369,4,56,73,84,181,51,1,819
512,E07048,edist,2016,619,11,69,128,104,171,37,2,1141
513,E07049,edist,2016,372,3,16,91,56,123,22,4,687
514,E07050,edist,2016,7699,112,1006,1538,916,1933,670,36,13910
515,E07051,edist,2016,284,2,14,64,38,55,9,0,466
516,E07052,edist,2016,198,0,24,55,26,50,7,0,360
517,E07053,edist,2016,305,5,20,73,52,95,17,2,569
518,E07054,edist,2016,426,6,54,98,67,78,15,2,746
519,E07055,edist,2016,233,4,17,53,20,54,4,0,385
520,E07056,edist,2016,94,0,6,13,14,14,5,0,146
521,E07057,edist,2016,276,1,18,56,28,77,20,0,476
522,E07058,edist,2016,404,7,49,61,43,71,27,1,663
523,E07059,edist,2016,208,0,26,48,26,36,10,1,355
524,E07060,edist,2016,127,1,13,30,21,32,5,1,230
525,E07061,edist,2016,187,0,16,31,38,39,16,3,330
526,E07062,edist,2016,188,2,18,21,28,55,10,0,322
527,E07063,edist,2016,86,0,8,17,15,15,4,0,145
528,E07064,edist,2016,437,1,59,91,80,156,29,2,855
529,E07065,edist,2016,108,0,2,30,20,19,4,0,183
530,E07066,edist,2016,68,0,6,18,10,13,3,0,118
531,E07067,edist,2016,53,2,5,10,10,14,1,0,95
532,E07068,edist,2016,115,0,17,31,24,19,4,0,210
533,E07069,edist,2016,210,1,12,51,29,69,8,1,381
534,E07070,edist,2016,240,2,15,59,35,54,17,3,425
535,E07071,edist,2016,126,1,18,23,17,44,5,0,234
536,E07072,edist,2016,82,1,18,25,25,28,2,0,181
537,E07073,edist,2016,213,5,37,40,61,63,39,0,458
538,E07074,edist,2016,645,7,159,152,149,245,66,3,1426
539,E07075,edist,2016,342,2,39,63,56,124,31,1,658
540,E07076,edist,2016,363,7,61,71,64,99,28,7,700
541,E07077,edist,2016,114,2,11,26,21,32,2,0,208
542,E07078,edist,2016,165,1,12,30,21,23,4,0,256
543,E07079,edist,2016,71,0,1,24,15,9,4,0,124
544,E07080,edist,2016,248,4,17,40,33,64,12,2,420
545,E07081,edist,2016,86,0,7,21,13,15,4,0,146
546,E07082,edist,2016,191,2,29,47,37,48,22,2,378
547,E07083,edist,2016,309,3,34,38,44,85,5,0,518
548,E07084,edist,2016,951,21,128,189,147,294,78,8,1816
549,E07085,edist,2016,110,1,4,24,12,21,4,0,176
550,E07086,edist,2016,118,1,17,20,24,30,12,1,223
551,E07087,edist,2016,132,2,14,28,26,44,8,0,254
552,E07088,edist,2016,204,2,7,38,41,46,7,1,346
553,E07089,edist,2016,111,2,8,32,24,24,6,0,207
554,E07090,edist,2016,64,0,7,11,15,13,1,0,111
555,E07091,edist,2016,129,3,18,23,19,45,8,0,245
556,E07092,edist,2016,124,4,21,20,22,41,8,0,240
557,E07093,edist,2016,151,1,17,27,26,36,3,1,262
558,E07094,edist,2016,286,6,89,80,75,125,24,5,690
559,E07095,edist,2016,119,0,7,17,15,23,2,0,183
560,E07096,edist,2016,124,0,8,28,17,32,6,0,215
561,E07097,edist,2016,131,2,14,31,32,31,6,0,247
562,E07098,edist,2016,424,16,145,92,121,125,40,2,965
563,E07099,edist,2016,332,5,44,70,74,142,30,2,699
564,E07100,edist,2016,143,0,10,29,26,31,4,0,243
565,E07101,edist,2016,440,4,46,89,74,146,31,2,832
566,E07102,edist,2016,132,3,6,32,22,18,12,0,225
567,E07103,edist,2016,97,0,5,12,11,19,3,0,147
568,E07104,edist,2016,167,0,7,34,24,47,8,0,287
569,E07105,edist,2016,275,1,22,66,34,53,12,1,464
570,E07106,edist,2016,2256,41,338,411,250,378,150,10,3834
571,E07107,edist,2016,288,0,27,46,47,94,26,1,529
572,E07108,edist,2016,183,4,18,52,23,56,11,1,348
573,E07109,edist,2016,526,6,88,87,116,230,51,5,1109
574,E07110,edist,2016,430,5,79,67,97,122,36,0,836
575,E07111,edist,2016,481,8,50,97,80,148,32,3,899
576,E07112,edist,2016,276,6,43,67,58,90,22,3,565
577,E07113,edist,2016,438,4,38,76,75,143,38,8,820
578,E08001,edist,2016,1072,12,148,219,193,412,124,7,2187
579,E08002,edist,2016,158,2,8,25,16,51,4,1,265
580,E08003,edist,2016,331,3,43,68,83,79,31,1,639
581,E08004,edist,2016,460,6,49,87,67,80,35,3,787
582,E08005,edist,2016,126,0,8,31,26,47,4,1,243
583,E08006,edist,2016,46,0,6,3,10,9,2,0,76
584,E08007,edist,2016,281,8,37,54,53,121,28,1,583
585,E08008,edist,2016,140,1,9,31,31,40,13,2,267
586,E08009,edist,2016,289,4,13,81,48,68,22,0,525
587,E08010,edist,2016,76,0,8,18,18,26,7,2,155
588,E08011,edist,2016,160,2,10,19,27,27,4,0,249
589,E08012,edist,2016,161,1,10,37,22,35,10,1,277
590,E08013,edist,2016,54,0,2,13,13,17,3,0,102
591,E08014,edist,2016,92,2,16,21,25,33,10,1,200
592,E08015,edist,2016,192,1,12,43,29,53,16,1,347
593,E08016,edist,2016,122,2,7,19,13,35,2,1,201
594,E08017,edist,2016,567,15,50,77,84,177,29,1,1000
595,E08018,edist,2016,102,0,9,27,19,31,2,0,190
596,E08019,edist,2016,71,1,6,10,14,14,4,0,120
597,E08020,edist,2016,184,1,6,25,18,39,9,0,282
598,E08021,edist,2016,70,2,5,9,7,13,2,0,108
599,E08022,edist,2016,117,1,15,22,26,17,5,1,204
600,E08023,edist,2016,149,2,16,20,36,40,11,1,275
601,E08024,edist,2016,138,1,11,11,29,40,5,0,235
602,E08025,edist,2016,203,1,19,53,35,24,9,1,345
603,E08026,edist,2016,456,12,106,97,83,184,62,3,1003
604,E08027,edist,2016,281,3,23,49,33,40,18,0,447
605,E08028,edist,2016,170,1,15,57,30,36,6,0,315
606,E08029,edist,2016,581,5,94,109,100,100,54,4,1047
607,E08030,edist,2016,192,2,13,48,35,68,16,0,374
608,E08031,edist,2016,102,1,11,23,22,32,5,0,196
609,E08032,edist,2016,205,2,20,41,27,33,8,1,337
610,E08033,edist,2016,132,1,11,28,18,33,8,0,231
611,E08034,edist,2016,175,0,4,37,25,32,9,1,283
612,E08035,edist,2016,99,2,12,18,20,31,9,0,191
613,E08036,edist,2016,678,10,119,132,169,241,92,4,1445
614,E08037,edist,2016,137,0,14,26,33,30,15,0,255
615,E08038,edist,2016,157,2,5,30,30,50,6,1,281
616,E08039,edist,2016,84,1,8,13,19,20,9,0,154
617,E08040,edist,2016,110,0,11,26,24,22,7,0,200
618,E08041,edist,2016,577,7,37,98,77,121,38,4,959
619,E08042,edist,2016,159,3,10,19,24,34,7,2,258
620,E08043,edist,2016,294,2,15,56,48,71,11,1,498
621,E08044,edist,2016,619,15,188,108,102,73,58,2,1165
622,E08045,edist,2016,140,1,11,35,25,30,9,3,254
623,E08047,edist,2016,146,4,10,24,29,22,15,1,251
624,E08048,edist,2016,82,0,2,17,13,7,9,0,130
625,E08049,edist,2016,155,0,13,33,36,46,12,2,297
626,E08050,edist,2016,337,9,60,80,85,116,37,2,726
627,E08051,edist,2016,780,18,123,126,109,104,40,5,1305
628,E08052,edist,2016,99,3,10,15,24,22,8,0,181
629,E08053,edist,2016,105,2,22,28,40,33,9,0,239
630,E08054,edist,2016,509,19,166,157,134,66,65,3,1119
631,E08055,edist,2016,443,2,48,105,76,118,38,133,963
632,E08056,edist,2016,87,1,2,18,18,9,3,2,140
633,E08057,edist,2016,66,1,13,10,12,36,9,1,148
634,E08058,edist,2016,201,0,13,36,32,58,8,3,351
635,E08059,edist,2016,274,2,15,63,53,70,15,3,495
636,E08060,edist,2016,236,4,22,58,48,56,16,1,441
637,E08061,edist,2016,112,1,9,28,25,19,10,1,205
638,E08062,edist,2016,116,0,13,23,21,23,6,0,202
639,E08063,edist,2016,63,0,7,7,17,10,3,0,107
640,E08064,edist,2016,153,1,20,33,34,49,17,1,308
641,E08065,edist,2016,422,6,35,92,74,128,33,1,791
642,E08066,edist,2016,1028,30,309,189,195,407,167,18,2343
643,E08067,edist,2016,855,22,222,167,206,248,107,11,1838
644,E08068,edist,2016,42,1,3,6,7,11,3,1,74
645,E08069,edist,2016,191,5,12,41,44,62,18,2,375
646,E08070,edist,2016,2706,47,529,514,467,457,321,19,5060
647,E08071,edist,2016,6294,147,1298,1137,959,1193,546,416,11990
648,E08072,edist,2016,1473,54,417,233,279,472,172,9,3109
649,E08073,edist,2016,110,0,15,22,33,25,9,0,214
650,E08074,edist,2016,181,3,14,22,47,38,13,1,319
651,E08075,edist,2016,241,7,23,60,38,60,13,1,443
652,E08076,edist,2016,398,6,39,80,60,123,19,1,726
653,E08077,edist,2016,72,3,7,14,15,18,10,0,139
654,E08078,edist,2016,100,0,6,17,22,31,7,0,183
655,E08079,edist,2016,77,1,6,19,15,24,3,1,146
656,E08080,edist,2016,314,8,59,66,71,115,34,2,669
657,E08081,edist,2016,85,2,13,12,19,27,7,3,168
658,E08082,edist,2016,166,3,32,41,25,37,13,0,317
659,E08083,edist,2016,96,2,14,21,18,31,6,1,189
660,E08084,edist,2016,119,0,14,33,19,42,8,0,235
661,E08085,edist,2016,72,1,9,11,8,12,2,0,115
662,E08086,edist,2016,57,0,10,14,12,12,3,0,108
663,E08087,edist,2016,237,5,40,40,40,78,14,0,454
664,E08088,edist,2016,148,3,11,36,31,28,8,2,267
665,E08089,edist,2016,151,0,22,48,39,31,16,0,307
666,E08090,edist,2016,263,5,30,65,63,74,25,4,529
667,E08091,edist,2016,63,0,6,18,14,23,9,0,133
668,E08092,edist,2016,257,7,79,47,64,91,27,3,575
669,E08093,edist,2016,84,1,11,16,14,22,4,3,155
670,E08094,edist,2016,1986,33,285,361,300,321,150,19,3455
671,E08095,edist,2016,120,1,13,26,30,33,13,2,238
672,E08096,edist,2016,180,4,18,42,30,63,13,1,351
673,E08097,edist,2016,120,0,15,25,27,32,8,2,229
674,E08098,edist,2016,160,4,18,23,27,35,11,0,278
675,E09001,edist,2016,1019,67,604,216,235,378,238,42,2799
676,E09002,edist,2016,458,5,64,64,66,116,42,5,820
677,E09003,edist,2016,152,3,24,47,26,71,24,0,347
678,E09004,edist,2016,1038,25,251,183,162,309,116,4,2088
679,E09005,edist,2016,126,1,23,15,21,46,16,3,251
680,E09006,edist,2016,247,4,23,39,42,91,12,2,460
681,E09007,edist,2016,193,2,16,47,30,45,15,0,348
682,E09008,edist,2016,206,4,15,48,34,48,12,1,368
683,E09009,edist,2016,176,2,60,44,59,57,30,0,428
684,E09010,edist,2016,378,13,82,84,89,83,34,7,770
685,E09011,edist,2016,278,10,41,63,44,87,32,2,557
686,E09012,edist,2016,138,2,23,26,24,59,7,3,282
687,E09013,edist,2016,123,1,21,22,21,38,14,1,241
688,E09014,edist,2016,220,7,29,59,46,85,22,1,469
689,E09015,edist,2016,97,0,16,21,13,43,13,0,203
690,E09016,edist,2016,82,2,13,12,15,21,5,0,150
691,E09017,edist,2016,250,4,25,53,45,94,13,1,485
692,E09018,edist,2016,158,3,15,38,27,33,14,1,289
693,E09019,edist,2016,145,1,15,16,19,38,10,0,244
694,E09020,edist,2016,103,2,11,23,19,35,8,0,201
695,E09021,edist,2016,57,0,8,13,10,12,3,1,104
696,E09022,edist,2016,74,2,10,15,17,19,8,0,145
697,E09023,edist,2016,42,2,2,10,14,14,11,0,95
698,E09024,edist,2016,68,2,7,22,14,31,16,0,160
699,E09025,edist,2016,149,2,16,31,27,29,12,0,266
700,E09026,edist,2016,123,3,20,27,20,29,8,0,230
701,E09027,edist,2016,403,11,123,61,73,139,42,0,852
702,E09028,edist,2016,66,1,8,12,15,15,5,0,122
703,E09029,edist,2016,48,1,7,7,16,28,8,0,115
704,E09030,edist,2016,796,16,289,136,151,242,102,5,1737
705,E09031,edist,2016,143,2,23,32,25,29,8,0,262
706,E09032,edist,2016,82,0,12,22,15,21,10,0,162
707,E09033,edist,2016,128,0,10,22,27,56,12,0,255
708,E09034,edist,2016,116,1,12,35,29,40,13,0,246
709,E09036,edist,2016,92,0,8,20,28,38,14,2,202
710,E09037,edist,2016,256,3,43,55,53,77,25,2,514
711,E09038,edist,2016,269,4,34,54,47,82,17,0,507
712,E09039,edist,2016,193,0,25,45,35,40,9,0,347
713,E09040,edist,2016,240,7,39,33,58,47,16,2,442
714,E09041,edist,2016,174,4,31,35,25,72,19,1,361
715,E09042,edist,2016,316,3,51,66,59,86,48,0,629
716,E09043,edist,2016,894,17,95,200,134,207,56,3,1606
717,E09044,edist,2016,242,2,41,52,50,119,18,0,524
718,E09045,edist,2016,302,7,34,64,58,83,21,1,570
719,E09046,edist,2016,153,3,22,38,26,60,10,1,313
720,E09047,edist,2016,168,3,20,32,36,72,9,0,340
721,E09048,edist,2016,576,5,98,95,115,135,50,4,1078
722,E09049,edist,2016,181,3,34,36,32,39,16,1,342
723,E09050,edist,2016,97,0,16,12,22,53,13,1,214
724,E09051,edist,2016,1806,71,612,411,388,668,264,14,4234
725,E09052,edist,2016,104,0,10,32,15,29,6,1,197
726,E09053,edist,2016,322,3,33,49,43,68,22,1,541
727,E09054,edist,2016,343,16,79,59,60,112,43,5,717
728,E09055,edist,2016,562,22,84,109,99,214,46,0,1136
729,E10001,edist,2016,3926,112,916,639,704,1618,569,27,8511
730,E10002,edist,2016,1758,28,230,289,237,521,168,7,3238
731,E10003,edist,2016,2425,56,628,420,416,832,302,21,5100
732,E10004,edist,2016,767,24,248,137,147,402,118,12,1855
733,E10005,edist,2016,425,26,139,91,72,163,48,7,971
734,E10006,edist,2016,695,24,126,244,91,237,66,4,1487
735,E10007,edist,2016,2543,70,484,505,341,765,283,19,5010
736,E10008,edist,2016,1195,13,115,308,245,335,77,9,2297
737,E10009,edist,2016,1825,62,431,353,363,575,213,11,3833
738,E10010,edist,2016,701,12,111,110,108,261,79,4,1386
739,E10011,edist,2016,313,3,33,48,54,51,15,1,518
740,E10012,edist,2016,794,8,101,165,117,151,56,3,1395
741,E10013,edist,2016,264,1,16,61,43,63,13,1,462
742,E10014,edist,2016,924,13,139,200,149,224,64,3,1716
743,E10015,edist,2016,561,8,79,102,81,172,148,3,1154
744,E10016,edist,2016,1176,14,140,252,179,267,116,3,2147
745,E10017,edist,2016,260,2,12,54,50,64,14,2,458
746,E10018,edist,2016,457,7,67,85,73,96,37,2,824
747,E10019,edist,2016,878,17,101,180,159,340,72,5,1752
748,E10020,edist,2016,294,6,35,69,55,96,21,0,576
749,E10021,edist,2016,827,13,122,141,154,263,56,4,1580
750,E10022,edist,2016,439,9,38,97,77,104,16,1,781
751,E10023,edist,2016,1437,46,390,439,282,467,198,8,3267
752,E10024,edist,2016,333,5,54,50,66,88,35,3,634
753,E10025,edist,2016,318,2,22,52,44,60,24,2,524
754,E10026,edist,2016,487,12,92,109,103,152,53,6,1014
755,E10027,edist,2016,6607,248,1755,2101,1260,1804,731,50,14556
756,E10028,edist,2016,395,5,60,98,76,103,36,3,776
757,E10029,edist,2016,490,6,46,93,95,107,35,3,875
758,E10030,edist,2016,2892,37,296,570,459,887,190,16,5347
759,E10031,edist,2016,487,5,54,98,102,135,30,1,912
760,E10032,edist,2016,342,4,36,67,56,69,21,3,598
761,E10033,edist,2016,626,10,82,136,109,156,55,3,1177
762,E10034,edist,2016,358,3,41,73,60,68,15,1,619
763,E10035,edist,2016,548,8,75,119,110,146,40,3,1049
764,E10036,edist,2016,393,4,39,78,82,159,32,4,791
765,E10037,edist,2016,1331,29,144,309,214,246,94,6,2373
766,E10038,edist,2016,402,1,35,75,53,83,25,2,676
767,E10039,edist,2016,614,4,47,129,88,151,41,5,1079
768,E10040,edist,2016,759,6,52,195,115,141,35,3,1306
769,E10041,edist,2016,3806,90,591,829,603,650,299,24,6892
770,E10042,edist,2016,1519,15,133,358,227,315,104,9,2680
771,E10047,edist,2016,2726,77,558,617,395,402,235,13,5023
772,E11001,edist,2016,720,22,282,163,132,273,123,5,1720
773,E11002,edist,2016,1599,45,377,195,181,411,165,10,2983
774,E11003,edist,2016,611,12,105,73,92,220,54,5,1172
775,E11004,edist,2016,531,5,75,105,106,156,37,5,1020
776,E11005,edist,2016,269,3,35,61,62,52,15,0,497
777,E11006,edist,2016,539,13,62,83,105,152,41,0,995
778,E11007,edist,2016,501,3,21,77,91,163,25,3,884
779,E11008,edist,2016,5635,66,521,868,643,902,272,14,8921
780,E11009,edist,2016,4733,50,336,1065,568,896,154,13,7815
781,E11010,edist,2016,2628,26,215,623,333,617,112,19,4573
782,E11011,edist,2016,1726,14,130,247,193,276,76,1,2663
783,E11012,edist,2016,535,6,32,133,91,120,20,0,937
784,E11013,edist,2016,727,7,50,109,109,148,27,2,1179
785,E11014,edist,2016,731,6,50,128,108,157,36,7,1223
786,E11015,edist,2016,441,4,25,79,83,104,35,0,771
787,E11016,edist,2016,4894,26,306,1128,658,640,160,11,7823
788,E11017,edist,2016,456,11,26,112,90,169,19,4,887
789,E11018,edist,2016,665,4,41,146,118,177,24,3,1178
790,E11019,edist,2016,275,7,31,50,59,70,23,1,516
791,E11020,edist,2016,77,0,10,21,22,19,2,0,151
792,E11021,edist,2016,212,1,24,43,42,55,12,0,389
793,E11022,edist,2016,148,0,17,31,22,33,8,0,259
794,E11023,edist,2016,114,1,8,33,19,26,5,1,207
795,E11024,edist,2016,189,3,28,36,43,67,10,1,377
796,E11025,edist,2016,189,2,24,45,36,47,12,2,357
797,E11026,edist,2016,1850,35,235,350,341,474,131,8,3424
798,E11027,edist,2016,183,4,16,40,31,24,10,1,309
799,E11028,edist,2016,161,1,16,31,29,40,9,1,288
800,E11029,edist,2016,285,5,35,45,61,134,37,3,605
801,E11030,edist,2016,156,1,18,26,32,54,12,0,299
802,E11031,edist,2016,158,1,26,37,26,52,9,2,311
803,E11032,edist,2016,182,2,25,48,43,82,9,2,393
804,E11033,edist,2016,326,2,27,44,62,65,16,1,543
805,E11034,edist,2016,126,1,8,18,10,16,9,0,188
806,E11035,edist,2016,271,2,31,44,52,77,21,2,500
807,E11036,edist,2016,190,3,19,41,40,43,10,1,347
808,E11037,edist,2016,358,3,60,77,65,51,30,0,644
809,E11038,edist,2016,337,0,45,60,52,67,23,2,586
810,E11039,edist,2016,91,0,4,23,24,21,6,0,169
811,E11040,edist,2016,164,1,27,33,35,39,12,1,312
812,E11041,edist,2016,391,11,40,99,69,107,33,0,750
813,E11042,edist,2016,144,4,14,28,20,35,15,0,260
814,E11043,edist,2016,852,14,94,129,174,233,62,2,1560
815,E11044,edist,2016,2261,30,290,425,383,423,165,13,3990
816,E11045,edist,2016,3993,58,553,811,678,983,335,49,7460
817,E11046,edist,2016,248,0,18,35,42,72,13,2,430
818,E11047,edist,2016,5052,51,497,936,723,974,282,31,8546
819,E11048,edist,2016,2163,22,183,338,292,402,162,3,3565
820,E11049,edist,2016,868,9,79,150,164,233,68,1,1572
821,E11050,edist,2016,453,5,25,85,81,100,15,3,767
822,E11051,edist,2016,479,7,31,113,78,122,21,1,852
823,E11052,edist,2016,408,3,54,74,82,95,35,2,753
824,E11053,edist,2016,766,8,59,185,145,150,47,5,1365
825,E11054,edist,2016,934,11,84,155,165,169,48,6,1572
826,E11055,edist,2016,11321,221,1777,2264,1853,2010,815,73,20334
827,E11056,edist,2016,521,7,48,117,109,117,29,1,949
828,E11057,edist,2016,267,1,24,51,46,69,18,1,477
829,E11058,edist,2016,787,9,107,130,135,187,59,5,1419
830,E11059,edist,2016,312,4,28,69,49,65,16,2,545
831,E11060,edist,2016,507,5,39,110,93,218,20,5,997
832,E11061,edist,2016,233,0,26,31,35,45,20,0,390
833,E11062,edist,2016,138,1,13,29,34,30,11,1,257
834,E11063,edist,2016,135,1,17,21,26,27,8,0,235
835,E11064,edist,2016,166,0,17,33,37,65,17,5,340
836,E11065,edist,2016,88,1,8,16,19,22,10,0,164
837,E11066,edist,2016,178,2,20,37,38,44,15,1,335
838,E11067,edist,2016,871,26,169,183,209,252,60,4,1774
839,E11068,edist,2016,96,1,8,25,21,21,5,1,178
840,E11069,edist,2016,338,5,52,70,74,77,46,1,663
841,E11070,edist,2016,1038,21,158,219,190,313,79,5,2023
842,E11071,edist,2016,215,3,24,39,37,37,49,1,405
843,E11072,edist,2016,329,2,41,74,60,68,12,2,588
844,E11073,edist,2016,160,2,28,44,40,40,19,0,333
845,E11074,edist,2016,912,4,87,138,129,126,35,7,1438
846,E11075,edist,2016,198,2,26,55,49,49,18,3,400
847,E11076,edist,2016,210,3,13,45,34,50,14,1,370
848,E11077,edist,2016,445,2,27,78,79,104,20,1,756
849,E11078,edist,2016,333,2,25,56,54,86,12,1,569
850,E11079,edist,2016,537,7,54,112,101,108,26,2,947
851,E11080,edist,2016,242,1,29,34,49,59,8,0,422
852,E11081,edist,2016,1895,22,179,284,297,257,80,8,3022
853,E11082,edist,2016,214,3,16,27,32,43,9,1,345
854,E11083,edist,2016,152,2,15,26,27,25,9,0,256
855,E11084,edist,2016,510,3,64,105,111,104,23,2,922
856,E11085,edist,2016,804,19,177,194,171,153,59,8,1585
857,E11086,edist,2016,225,2,27,41,37,56,16,0,404
858,E11087,edist,2016,280,0,10,63,51,61,14,2,481
859,E11088,edist,2016,225,2,22,48,39,42,16,1,395
860,E11089,edist,2016,599,5,51,104,127,118,36,0,1040
861,E11090,edist,2016,434,3,35,98,72,98,18,2,760
862,E11091,edist,2016,569,9,84,127,95,121,33,5,1043
863,E11092,edist,2016,3780,58,442,734,572,827,258,24,6695
864,E12001,edist,2016,1602,38,415,294,317,580,194,12,3452
865,E12002,edist,2016,4287,122,1076,858,709,1380,597,30,9059
866,E12003,edist,2016,282,3,41,59,52,96,31,3,567
867,E12004,edist,2016,754,16,175,183,165,315,77,9,1694
868,E12005,edist,2016,479,13,86,123,112,132,53,2,1000
869,E12006,edist,2016,60,0,4,10,8,12,0,1,95
870,E12007,edist,2016,387,8,65,76,80,103,42,1,762
871,E12008,edist,2016,150,1,8,30,31,43,8,0,271
872,E12009,edist,2016,136,2,20,31,15,32,3,1,240
873,E12010,edist,2016,115,3,9,28,23,24,6,0,208
874,E12011,edist,2016,213,0,16,47,37,40,10,1,364
875,E12012,edist,2016,135,3,14,29,28,34,6,0,249
876,E12013,edist,2016,183,1,8,32,30,37,4,0,295
877,E12014,edist,2016,67,0,4,13,15,20,8,0,127
878,E12015,edist,2016,464,7,55,99,136,169,47,1,978
879,E12016,edist,2016,177,3,51,44,57,101,31,0,464
880,E12017,edist,2016,150,1,8,22,25,42,7,1,256
881,E12018,edist,2016,136,2,17,29,26,50,16,2,278
882,E12019,edist,2016,168,2,15,38,29,34,9,0,295
883,E12020,edist,2016,494,12,130,104,133,155,53,5,1086
884,E12021,edist,2016,119,0,9,21,26,32,5,0,212
885,E12022,edist,2016,225,0,32,34,46,65,20,3,425
886,E12023,edist,2016,88,0,7,12,20,13,4,0,144
887,E12024,edist,2016,127,2,15,32,32,42,22,1,273
888,E12025,edist,2016,62,1,6,17,10,21,5,0,122
889,E12026,edist,2016,149,2,20,33,30,44,14,4,296
890,E12027,edist,2016,230,6,24,55,49,56,11,2,433
891,E12028,edist,2016,103,4,8,28,23,28,5,1,200
892,E12029,edist,2016,250,3,20,58,59,92,18,1,501
893,E12030,edist,2016,202,3,18,51,37,42,16,3,372
894,E12031,edist,2016,105,1,13,10,26,66,8,0,229
895,E12032,edist,2016,143,1,19,30,28,33,13,0,267
896,E12033,edist,2016,218,11,66,65,60,91,48,7,566
897,E12035,edist,2016,471,5,104,125,117,140,55,3,1020
898,E12036,edist,2016,250,3,40,65,58,68,15,1,500
