,uid,zoom,year,work,lffj,unemployed,student,home_fam,retired,sick_dis,stat_other,stat_total
1791,E18307,edist,2016,318,3,23,59,53,141,11,3,611
1792,E18308,edist,2016,170,2,13,34,21,48,6,0,294
1793,E18309,edist,2016,122,3,8,19,21,45,9,1,228
1794,E18310,edist,2016,352,4,34,80,62,157,29,1,719
1795,E18311,edist,2016,65,0,15,11,21,41,4,1,158
1796,E18312,edist,2016,100,0,5,18,23,46,6,0,198
1797,E18313,edist,2016,86,0,12,19,10,25,4,0,156
1798,E18314,edist,2016,86,1,7,25,19,42,10,1,191
1799,E18315,edist,2016,87,1,9,15,21,54,6,0,193
1800,E18316,edist,2016,174,0,9,36,54,68,13,1,355
1801,E18317,edist,2016,108,2,5,29,18,34,2,0,198
1802,E18318,edist,2016,412,4,42,96,79,198,33,6,870
1803,E18319,edist,2016,75,0,6,14,14,50,1,1,161
1804,E18320,edist,2016,292,2,24,44,52,66,15,0,495
1805,E18321,edist,2016,447,7,27,75,74,174,37,1,842
1806,E18322,edist,2016,74,1,4,21,15,20,1,0,136
1807,E18323,edist,2016,631,6,62,128,105,139,39,6,1116
1808,E18324,edist,2016,426,5,35,76,76,88,26,1,733
1809,E18325,edist,2016,513,5,66,106,81,159,44,4,978
1810,E19001,edist,2016,5179,61,430,544,594,1957,418,76,9259
1811,E19002,edist,2016,1422,27,383,331,300,720,238,13,3434
1812,E19003,edist,2016,1741,57,595,494,221,887,319,29,4343
1813,E19004,edist,2016,93,3,4,12,13,30,7,0,162
1814,E19005,edist,2016,158,1,28,26,22,85,12,0,332
1815,E19006,edist,2016,40,1,2,9,2,19,1,0,74
1816,E19007,edist,2016,734,10,81,135,127,361,50,3,1501
1817,E19008,edist,2016,147,2,11,16,15,78,6,1,276
1818,E19009,edist,2016,89,0,19,13,19,24,5,2,171
1819,E19010,edist,2016,263,1,21,58,29,107,16,3,498
1820,E19012,edist,2016,82,0,9,11,13,22,4,0,141
1821,E19013,edist,2016,79,1,4,14,13,42,2,0,155
1822,E19014,edist,2016,92,0,12,11,33,52,3,0,203
1823,E19015,edist,2016,349,5,36,57,50,178,23,2,700
1824,E19016,edist,2016,413,4,76,75,81,200,32,1,882
1825,E19017,edist,2016,119,3,12,10,17,51,11,2,225
1826,E19018,edist,2016,37,0,6,9,18,8,1,0,79
1827,E19019,edist,2016,116,3,15,20,22,63,8,3,250
1828,E19021,edist,2016,117,1,17,22,19,34,11,0,221
1829,E19022,edist,2016,182,3,26,22,17,65,14,3,332
1830,E19023,edist,2016,70,0,2,9,12,28,5,0,126
1831,E19024,edist,2016,134,2,14,17,21,37,9,2,236
1832,E19025,edist,2016,280,4,36,35,35,126,29,1,546
1833,E19026,edist,2016,230,4,23,50,37,74,18,1,437
1834,E19027,edist,2016,45,1,5,12,9,22,4,1,99
1835,E19028,edist,2016,135,0,11,10,19,43,4,0,222
1836,E19029,edist,2016,68,1,10,14,8,30,4,0,135
1837,E19030,edist,2016,395,5,52,87,60,166,26,6,797
1838,E19031,edist,2016,97,0,6,23,12,47,3,0,188
1839,E19032,edist,2016,153,1,13,17,17,67,8,1,277
1840,E19033,edist,2016,812,9,79,124,88,273,50,4,1439
1841,E19034,edist,2016,74,0,13,8,10,36,4,0,145
1842,E19035,edist,2016,216,1,17,29,22,80,14,3,382
1843,E19036,edist,2016,839,9,66,193,93,235,39,14,1488
1844,E19037,edist,2016,60,0,7,13,11,36,1,1,129
1845,E19038,edist,2016,209,3,30,38,25,88,12,5,410
1846,E19039,edist,2016,201,3,21,29,22,74,24,0,374
1847,E19040,edist,2016,162,1,10,23,27,42,14,6,285
1848,E19041,edist,2016,119,2,10,28,16,43,12,1,231
1849,E19042,edist,2016,110,1,9,15,18,42,10,1,206
1850,E19043,edist,2016,178,1,17,21,23,46,14,0,300
1851,E19044,edist,2016,106,1,5,18,17,40,2,0,189
1852,E19045,edist,2016,174,0,23,21,32,71,12,2,335
1853,E19046,edist,2016,77,1,7,7,14,40,4,0,150
1854,E19047,edist,2016,107,0,7,19,13,31,4,1,182
1855,E19048,edist,2016,165,1,9,28,32,55,15,0,305
1856,E19049,edist,2016,117,0,19,16,16,78,7,2,255
1857,E19050,edist,2016,242,1,11,35,35,128,18,0,470
1858,E19051,edist,2016,102,1,14,30,19,54,6,1,227
1859,E19052,edist,2016,62,0,5,22,17,28,2,1,137
1860,E19053,edist,2016,59,0,8,15,10,23,6,0,121
1861,E19054,edist,2016,84,2,9,11,20,57,7,3,193
1862,E19055,edist,2016,93,0,8,15,29,52,2,1,200
1863,E19056,edist,2016,1369,14,155,172,173,506,100,7,2496
1864,E19057,edist,2016,294,1,17,45,51,93,25,1,527
1865,E19058,edist,2016,62,0,3,12,18,25,3,0,123
1866,E19059,edist,2016,64,0,3,13,11,37,7,0,135
1867,E19060,edist,2016,395,3,23,43,41,151,19,2,677
1868,E19061,edist,2016,67,2,3,9,25,43,4,0,153
1869,E19062,edist,2016,411,3,24,76,57,80,18,5,674
1870,E19063,edist,2016,188,1,12,41,24,57,10,1,334
1871,E19064,edist,2016,88,2,3,16,10,22,4,0,145
1872,E19065,edist,2016,350,1,14,74,41,76,16,2,574
1873,E19066,edist,2016,376,2,38,72,72,158,26,2,746
1874,E19067,edist,2016,206,3,13,47,41,55,12,0,377
1875,E19068,edist,2016,54,0,1,10,11,16,8,1,101
1876,E19069,edist,2016,378,2,20,87,41,83,18,3,632
1877,E19070,edist,2016,890,6,71,152,125,255,76,2,1577
1878,E19071,edist,2016,143,3,10,22,20,38,12,1,249
1879,E19072,edist,2016,115,2,13,23,17,44,9,0,223
1880,E19073,edist,2016,282,1,20,49,51,74,16,0,493
1881,E19074,edist,2016,362,2,23,48,45,92,22,2,596
1882,E19075,edist,2016,367,2,27,64,63,134,12,1,670
1883,E19076,edist,2016,177,1,10,27,24,48,11,0,298
1884,E19077,edist,2016,351,0,21,60,52,74,16,0,574
1885,E19078,edist,2016,264,3,20,49,39,59,17,3,454
1886,E19079,edist,2016,938,8,58,118,110,281,58,4,1575
1887,E19080,edist,2016,119,0,11,24,11,32,1,0,198
1888,E19081,edist,2016,338,3,31,68,69,101,86,2,698
1889,E19082,edist,2016,3089,31,329,545,437,890,197,22,5540
1890,E19083,edist,2016,411,4,33,63,64,102,23,0,700
1891,E19084,edist,2016,1816,27,253,302,281,622,156,9,3466
1892,E19085,edist,2016,410,5,33,71,69,125,27,3,743
1893,E19086,edist,2016,154,1,5,31,20,28,15,0,254
1894,E19087,edist,2016,333,7,8,64,47,91,16,1,567
1895,E19088,edist,2016,936,15,86,142,127,259,62,4,1631
1896,E19089,edist,2016,715,6,52,104,89,155,42,0,1163
1897,E19090,edist,2016,426,2,17,40,53,133,13,0,684
1898,E19091,edist,2016,848,6,53,153,104,217,66,2,1449
1899,E19092,edist,2016,177,2,19,35,35,38,7,0,313
1900,E19093,edist,2016,250,8,59,54,60,80,33,1,545
1901,E19094,edist,2016,197,2,21,28,48,79,14,0,389
1902,E19095,edist,2016,177,2,25,37,38,70,14,1,364
1903,E19096,edist,2016,163,0,18,37,39,81,10,1,349
1904,E19097,edist,2016,270,6,66,54,79,136,51,5,667
1905,E19098,edist,2016,39,0,6,16,10,18,4,0,93
1906,E19099,edist,2016,187,3,12,32,18,60,13,0,325
1907,E19100,edist,2016,62,0,8,11,14,18,3,0,116
1908,E19101,edist,2016,133,2,21,26,40,64,9,0,295
1909,E19102,edist,2016,261,3,44,61,46,98,22,0,535
1910,E19103,edist,2016,104,4,12,21,21,66,30,2,260
1911,E19104,edist,2016,204,7,25,35,37,75,24,0,407
1912,E19105,edist,2016,199,2,26,45,33,93,22,3,423
1913,E19106,edist,2016,193,2,48,49,47,91,25,2,457
1914,E19107,edist,2016,98,1,19,21,24,43,3,1,210
1915,E19108,edist,2016,141,3,19,36,28,54,17,0,298
1916,E19109,edist,2016,387,5,38,91,70,123,30,3,747
1917,E19110,edist,2016,671,11,153,141,140,351,89,9,1565
1918,E19111,edist,2016,197,6,25,41,44,73,13,2,401
1919,E19112,edist,2016,303,2,45,70,43,103,27,1,594
1920,E19113,edist,2016,80,3,18,16,19,53,7,1,197
1921,E19114,edist,2016,165,2,22,32,38,55,25,2,341
1922,E19115,edist,2016,219,2,25,46,47,75,14,2,430
1923,E19116,edist,2016,227,6,33,43,48,105,31,0,493
1924,E19117,edist,2016,143,4,12,35,28,47,23,0,292
1925,E19118,edist,2016,612,9,86,125,119,271,54,4,1280
1926,E19119,edist,2016,378,12,93,63,74,94,45,4,763
1927,E19120,edist,2016,228,1,20,39,33,68,20,5,414
1928,E19121,edist,2016,421,7,64,60,84,148,49,3,836
1929,E19122,edist,2016,159,1,9,31,37,82,17,1,337
1930,E19123,edist,2016,91,1,11,25,22,44,8,2,204
1931,E19124,edist,2016,273,7,45,49,62,167,22,2,627
1932,E19125,edist,2016,171,0,30,51,37,86,14,1,390
1933,E19126,edist,2016,196,1,33,27,36,64,20,2,379
1934,E19127,edist,2016,134,1,13,41,45,70,11,0,315
1935,E19128,edist,2016,478,3,54,88,62,164,46,2,897
1936,E19129,edist,2016,630,4,49,91,84,218,43,3,1122
1937,E19130,edist,2016,354,9,72,87,67,125,40,7,761
1938,E19131,edist,2016,160,1,9,30,21,44,7,2,274
1939,E19132,edist,2016,540,11,112,105,134,234,60,8,1204
1940,E19133,edist,2016,706,9,62,153,107,220,32,2,1291
1941,E19134,edist,2016,193,1,37,33,36,74,14,3,391
1942,E19135,edist,2016,703,11,123,189,108,205,81,7,1427
1943,E19136,edist,2016,299,3,40,69,57,93,16,3,580
1944,E19137,edist,2016,136,2,15,28,31,85,8,1,306
1945,E19138,edist,2016,281,4,35,82,42,93,26,2,565
1946,E19139,edist,2016,211,3,13,24,29,75,14,1,370
1947,E19140,edist,2016,278,4,49,55,38,135,24,1,584
1948,E19141,edist,2016,182,2,18,32,39,49,13,1,336
1949,E19142,edist,2016,1341,19,213,274,250,474,133,8,2712
1950,E19143,edist,2016,622,7,64,158,110,233,28,1,1223
1951,E19144,edist,2016,131,1,16,17,23,41,6,0,235
1952,E19145,edist,2016,147,2,4,19,21,37,11,1,242
1953,E19146,edist,2016,87,0,10,9,18,23,5,1,153
1954,E19147,edist,2016,293,5,30,85,34,81,18,4,550
1955,E19148,edist,2016,159,0,19,26,18,60,13,0,295
1956,E19149,edist,2016,233,1,34,41,52,95,14,0,470
1957,E19150,edist,2016,109,0,13,10,15,43,7,1,198
1958,E19151,edist,2016,285,5,33,44,38,91,26,1,523
1959,E19152,edist,2016,109,2,23,14,16,49,8,1,222
1960,E19153,edist,2016,142,1,10,16,29,56,12,1,267
1961,E19154,edist,2016,140,4,18,18,18,26,14,1,239
1962,E19155,edist,2016,229,6,21,41,50,83,18,1,449
1963,E19156,edist,2016,145,1,12,19,16,67,18,0,278
1964,E19157,edist,2016,272,3,41,54,62,101,34,3,570
1965,E19158,edist,2016,182,5,28,43,29,48,22,1,358
1966,E19159,edist,2016,204,3,17,25,41,54,13,0,357
1967,E19160,edist,2016,61,1,11,17,10,23,10,0,133
1968,E19161,edist,2016,160,2,12,29,22,39,14,2,280
1969,E19162,edist,2016,214,2,17,55,28,57,11,1,385
1970,E19163,edist,2016,462,6,42,140,63,134,29,0,876
1971,E19164,edist,2016,317,3,24,57,40,80,25,2,548
1972,E19165,edist,2016,6545,149,1342,2018,1026,2155,691,57,13983
1973,E19166,edist,2016,359,5,25,73,61,117,21,0,661
1974,E20001,edist,2016,1787,37,207,619,283,609,185,12,3739
1975,E20002,edist,2016,1004,34,158,401,156,129,107,7,1996
1976,E20003,edist,2016,165,8,111,53,37,58,44,1,477
1977,E20004,edist,2016,464,22,149,97,120,263,135,5,1255
1978,E20005,edist,2016,895,10,81,280,109,231,31,7,1644
1979,E20006,edist,2016,413,7,123,101,103,313,102,5,1167
1980,E20007,edist,2016,634,52,439,263,228,326,308,18,2268
1981,E20008,edist,2016,421,5,67,104,79,196,58,5,935
1982,E20009,edist,2016,186,0,19,30,28,118,10,1,392
1983,E20010,edist,2016,627,6,58,109,59,175,34,2,1070
1984,E20011,edist,2016,820,4,51,280,151,394,33,0,1733
1985,E20012,edist,2016,588,12,54,141,107,401,68,3,1374
1986,E20013,edist,2016,320,10,110,61,50,23,45,2,621
1987,E20014,edist,2016,943,49,369,214,126,83,101,5,1890
1988,E20015,edist,2016,492,7,95,93,45,86,73,1,892
1989,E20016,edist,2016,374,6,72,103,57,171,63,3,849
1990,E20017,edist,2016,283,6,37,154,36,78,11,40,645
1991,E20018,edist,2016,364,6,23,81,53,262,44,3,836
1992,E20019,edist,2016,480,11,141,127,131,191,126,4,1211
1993,E20020,edist,2016,132,9,99,45,64,80,60,1,490
1994,E20021,edist,2016,167,9,76,63,38,66,61,3,483
1995,E20022,edist,2016,407,12,95,80,92,197,121,5,1009
1996,E20023,edist,2016,128,7,79,47,41,52,75,4,433
1997,E20024,edist,2016,118,56,109,59,74,94,86,4,600
1998,E20025,edist,2016,275,9,117,79,58,176,101,9,824
1999,E20026,edist,2016,209,7,44,46,23,57,17,2,405
2000,E20027,edist,2016,340,14,202,123,122,176,168,8,1153
2001,E20028,edist,2016,250,8,105,77,63,124,73,3,703
2002,E20029,edist,2016,841,41,212,187,124,113,93,5,1616
2003,E20030,edist,2016,194,8,88,151,57,122,67,4,691
2004,E20031,edist,2016,162,16,95,56,53,98,70,4,554
2005,E20032,edist,2016,402,33,172,140,147,252,161,11,1318
2006,E20033,edist,2016,278,9,170,69,53,144,53,118,894
2007,E20034,edist,2016,570,12,70,134,38,51,14,3,892
2008,E20035,edist,2016,442,16,152,76,42,37,60,30,855
2009,E20036,edist,2016,468,47,190,138,123,201,152,9,1328
2010,E20037,edist,2016,1520,26,220,364,294,358,245,12,3039
2011,E20065,edist,2016,2615,69,363,1017,403,833,260,19,5579
2012,E21001,edist,2016,140,1,13,41,28,30,12,2,267
2013,E21002,edist,2016,254,2,12,74,34,72,11,0,459
2014,E21003,edist,2016,932,8,66,152,128,343,39,13,1681
2015,E21004,edist,2016,397,3,36,69,59,103,38,2,707
2016,E21005,edist,2016,218,1,13,38,44,76,27,2,419
2017,E21006,edist,2016,141,2,7,17,19,37,14,2,239
2018,E21007,edist,2016,120,1,9,33,22,52,15,0,252
2019,E21008,edist,2016,226,3,12,36,32,52,17,1,379
2020,E21009,edist,2016,154,1,5,46,28,47,17,1,299
2021,E21010,edist,2016,192,2,11,26,22,60,23,3,339
2022,E21011,edist,2016,179,5,9,40,30,50,10,1,324
2023,E21012,edist,2016,190,1,14,62,23,43,15,3,351
2024,E21013,edist,2016,588,17,105,147,124,249,100,5,1335
2025,E21014,edist,2016,319,3,21,78,39,65,15,3,543
2026,E21015,edist,2016,440,8,91,149,84,131,56,2,961
2027,E21016,edist,2016,134,3,8,27,27,38,7,0,244
2028,E21017,edist,2016,241,1,16,48,27,62,13,0,408
2029,E21018,edist,2016,145,1,3,29,11,31,3,0,223
2030,E21019,edist,2016,242,2,11,54,41,43,7,0,400
2031,E21020,edist,2016,130,0,19,37,25,27,2,0,240
2032,E21021,edist,2016,96,0,7,20,18,26,8,1,176
2033,E21022,edist,2016,463,10,54,73,86,229,35,5,955
2034,E21023,edist,2016,181,1,22,30,37,76,22,2,371
2035,E21024,edist,2016,186,0,18,16,36,76,13,4,349
2036,E21025,edist,2016,166,2,19,30,37,56,14,0,324
2037,E21026,edist,2016,164,1,24,25,23,55,15,0,307
2038,E21027,edist,2016,221,2,16,35,27,53,20,2,376
2039,E21028,edist,2016,538,14,83,105,97,208,54,4,1103
2040,E21029,edist,2016,438,16,120,93,54,173,70,3,967
2041,E21030,edist,2016,148,1,8,29,22,45,12,0,265
2042,E21031,edist,2016,312,4,20,55,44,72,20,0,527
2043,E21032,edist,2016,252,5,28,51,42,64,18,0,460
2044,E21033,edist,2016,157,2,11,20,21,43,8,0,262
2045,E21034,edist,2016,245,5,17,55,35,56,18,1,432
2046,E21035,edist,2016,314,3,35,46,58,86,27,0,569
2047,E21036,edist,2016,173,3,25,21,33,54,15,0,324
2048,E21037,edist,2016,143,0,7,22,25,37,7,1,242
2049,E21038,edist,2016,515,5,72,110,79,174,62,4,1021
2050,E21039,edist,2016,413,10,75,100,82,161,54,2,897
2051,E21040,edist,2016,92,1,10,13,16,25,11,0,168
2052,E21041,edist,2016,821,27,168,200,164,388,123,4,1895
2053,E21042,edist,2016,226,2,41,45,49,64,28,0,455
2054,E21043,edist,2016,290,2,27,68,64,90,32,1,574
2055,E21044,edist,2016,327,1,67,70,61,126,36,4,692
2056,E21045,edist,2016,99,1,17,13,15,18,6,1,170
2057,E21046,edist,2016,149,0,10,11,25,42,8,0,245
2058,E21047,edist,2016,255,4,17,72,54,81,21,1,505
2059,E21048,edist,2016,261,4,25,41,45,79,24,1,480
2060,E21049,edist,2016,510,8,56,130,72,99,30,0,905
2061,E21050,edist,2016,762,4,58,190,115,181,52,6,1368
2062,E21051,edist,2016,8392,108,879,1562,953,1588,532,49,14063
2063,E21052,edist,2016,5367,88,429,3398,564,1081,240,20,11187
2064,E21053,edist,2016,1826,15,130,616,214,399,190,3,3393
2065,E21054,edist,2016,218,2,20,43,30,63,15,3,394
2066,E21055,edist,2016,849,12,111,167,157,249,99,5,1649
2067,E21056,edist,2016,142,2,19,41,25,28,11,2,270
2068,E21057,edist,2016,520,14,104,130,88,175,58,3,1092
2069,E21058,edist,2016,233,0,16,57,50,81,21,1,459
2070,E21059,edist,2016,1361,13,137,300,214,401,98,5,2529
2071,E21060,edist,2016,784,7,66,165,100,206,52,3,1383
2072,E21061,edist,2016,426,4,51,71,42,83,25,0,702
2073,E21062,edist,2016,103,0,7,20,16,35,6,0,187
2074,E21063,edist,2016,422,6,53,163,61,116,31,0,852
2075,E21064,edist,2016,371,4,45,85,67,89,34,3,698
2076,E21066,edist,2016,739,13,60,148,104,109,144,5,1322
2077,E21067,edist,2016,532,13,93,136,127,189,54,6,1150
2078,E21068,edist,2016,631,3,36,177,101,243,39,4,1234
2079,E21069,edist,2016,146,0,14,25,21,51,14,0,271
2080,E21070,edist,2016,229,6,50,41,38,87,38,3,492
2081,E21071,edist,2016,159,0,17,28,31,48,8,2,293
2082,E21072,edist,2016,142,2,11,38,19,52,10,1,275
2083,E21073,edist,2016,199,1,41,54,44,80,24,0,443
2084,E21074,edist,2016,111,1,10,17,14,35,7,0,195
2085,E21075,edist,2016,144,1,11,20,27,33,10,1,247
2086,E21076,edist,2016,93,2,4,10,18,11,2,0,140
2087,E21077,edist,2016,104,1,10,13,19,34,11,1,193
2088,E21078,edist,2016,911,12,262,194,210,331,103,6,2029
2089,E21079,edist,2016,391,3,41,93,85,132,30,4,779
2090,E21080,edist,2016,138,4,19,28,32,53,17,0,291
2091,E21081,edist,2016,131,0,23,32,21,38,7,1,253
2092,E21082,edist,2016,67,1,2,15,15,18,1,0,119
2093,E21083,edist,2016,403,11,22,59,61,130,42,1,729
2094,E21084,edist,2016,147,2,22,27,33,47,7,1,286
2095,E21085,edist,2016,114,0,11,23,35,40,9,1,233
2096,E21086,edist,2016,124,1,12,10,25,38,3,1,214
2097,E21087,edist,2016,185,1,15,27,26,57,16,0,327
2098,E21088,edist,2016,382,3,27,81,69,174,44,1,781
2099,E21089,edist,2016,381,2,40,67,54,133,32,1,710
2100,E21090,edist,2016,151,1,13,17,24,41,10,2,259
2101,E21091,edist,2016,127,1,8,25,15,46,6,0,228
2102,E21092,edist,2016,181,3,33,45,41,72,18,2,395
2103,E21093,edist,2016,282,2,24,47,68,109,27,3,562
2104,E21094,edist,2016,171,3,20,26,43,51,31,2,347
2105,E21095,edist,2016,141,1,17,27,25,52,9,0,272
2106,E21096,edist,2016,218,0,15,35,35,56,29,0,388
2107,E21097,edist,2016,202,2,25,55,33,57,19,1,394
2108,E21098,edist,2016,550,4,44,91,82,128,42,2,943
2109,E21099,edist,2016,200,3,30,25,31,86,28,1,404
2110,E21100,edist,2016,144,2,10,24,24,38,13,0,255
2111,E21101,edist,2016,1018,11,118,160,122,230,110,7,1776
2112,E21102,edist,2016,1939,64,384,278,377,669,263,10,3984
2113,E21103,edist,2016,206,4,27,40,39,74,25,1,416
2114,E21104,edist,2016,332,9,57,64,77,123,51,3,716
2115,E21105,edist,2016,111,3,19,22,27,33,8,0,223
2116,E21106,edist,2016,419,4,50,63,70,131,41,3,781
2117,E21107,edist,2016,217,11,54,56,45,72,30,1,486
2118,E21108,edist,2016,415,8,69,107,66,182,69,6,922
2119,E21109,edist,2016,124,0,8,20,15,18,7,0,192
2120,E21110,edist,2016,199,2,12,39,22,52,19,2,347
2121,E21111,edist,2016,378,2,21,73,47,100,28,2,651
2122,E21112,edist,2016,221,1,13,41,40,39,13,0,368
2123,E21113,edist,2016,101,1,8,26,16,35,12,2,201
2124,E21114,edist,2016,323,1,23,76,46,125,24,0,618
2125,E21115,edist,2016,401,1,24,103,53,71,19,1,673
2126,E21116,edist,2016,195,2,7,37,34,54,11,2,342
2127,E21117,edist,2016,29,0,5,3,7,5,5,0,54
2128,E21118,edist,2016,136,2,15,19,27,39,10,1,249
2129,E21119,edist,2016,315,0,24,68,45,102,29,0,583
2130,E21120,edist,2016,275,1,22,67,43,83,13,3,507
2131,E21121,edist,2016,227,0,13,32,28,64,43,0,407
2132,E21122,edist,2016,198,1,17,29,36,49,13,0,343
2133,E21123,edist,2016,246,4,51,61,54,84,29,26,555
2134,E21124,edist,2016,60,1,1,11,5,23,10,0,111
2135,E21125,edist,2016,324,2,28,77,58,81,26,1,597
2136,E21126,edist,2016,446,8,53,104,83,90,44,1,829
2137,E21127,edist,2016,132,0,13,27,23,58,14,0,267
2138,E21128,edist,2016,392,19,158,71,165,157,108,14,1084
2139,E21129,edist,2016,270,2,19,41,33,59,21,1,446
2140,E21130,edist,2016,367,0,46,56,79,154,52,1,755
2141,E21131,edist,2016,222,2,19,28,46,80,8,0,405
2142,E21132,edist,2016,179,3,24,39,29,39,14,0,327
2143,E21133,edist,2016,522,10,63,111,83,179,53,2,1023
2144,E21134,edist,2016,536,12,92,110,120,210,82,4,1166
2145,E21135,edist,2016,423,5,54,100,92,149,31,4,858
2146,E21136,edist,2016,226,2,24,50,44,47,24,1,418
2147,E22001,edist,2016,1235,15,284,251,204,321,123,9,2442
2148,E22002,edist,2016,2130,52,441,395,325,707,238,18,4306
2149,E22003,edist,2016,692,17,134,170,146,313,98,6,1576
2150,E22004,edist,2016,2381,67,578,623,460,1095,369,21,5594
2151,E22005,edist,2016,124,0,14,34,28,25,6,0,231
2152,E22006,edist,2016,209,4,26,38,41,80,15,1,414
2153,E22007,edist,2016,159,2,10,29,19,33,5,0,257
2154,E22008,edist,2016,450,4,99,113,94,184,67,1,1012
2155,E22009,edist,2016,74,0,4,15,19,29,3,1,145
2156,E22010,edist,2016,394,5,64,72,73,145,30,5,788
2157,E22011,edist,2016,117,2,17,39,28,23,6,0,232
2158,E22012,edist,2016,92,1,14,23,15,36,5,1,187
2159,E22013,edist,2016,71,4,12,16,12,30,5,1,151
2160,E22014,edist,2016,112,1,25,21,21,43,10,0,233
2161,E22015,edist,2016,264,3,24,57,48,91,9,0,496
2162,E22016,edist,2016,113,1,22,21,25,53,9,1,245
2163,E22017,edist,2016,133,2,14,24,32,43,4,2,254
2164,E22018,edist,2016,74,1,1,12,15,30,4,0,137
2165,E22019,edist,2016,107,1,12,15,28,37,12,3,215
2166,E22020,edist,2016,58,1,2,10,17,15,12,1,116
2167,E22021,edist,2016,238,2,29,55,37,47,17,1,426
2168,E22022,edist,2016,212,2,16,36,43,72,12,3,396
2169,E22023,edist,2016,103,1,8,14,24,33,4,0,187
2170,E22024,edist,2016,236,6,32,55,39,71,19,1,459
2171,E22025,edist,2016,136,1,3,33,22,24,12,0,231
2172,E22026,edist,2016,219,4,13,58,46,83,11,0,434
2173,E22027,edist,2016,1373,9,116,269,182,251,63,6,2269
2174,E22028,edist,2016,281,2,21,42,42,71,27,1,487
2175,E22029,edist,2016,245,3,16,39,40,58,17,1,419
2176,E22030,edist,2016,291,2,30,66,47,83,25,1,545
2177,E22031,edist,2016,313,4,22,88,50,74,21,2,574
2178,E22032,edist,2016,189,1,14,40,34,42,10,2,332
2179,E22033,edist,2016,308,1,23,68,31,95,26,1,553
2180,E22034,edist,2016,577,9,96,134,96,180,52,2,1146
2181,E22035,edist,2016,173,1,20,47,27,69,7,0,344
2182,E22036,edist,2016,110,2,6,24,12,20,10,1,185
2183,E22037,edist,2016,186,1,12,32,23,32,10,2,298
2184,E22038,edist,2016,304,2,20,57,31,70,22,1,507
2185,E22039,edist,2016,282,4,26,60,45,59,28,0,504
2186,E22040,edist,2016,213,0,9,33,30,37,8,0,330
2187,E22041,edist,2016,256,2,36,55,55,86,27,0,517
2188,E22042,edist,2016,194,4,9,54,31,51,18,1,362
2189,E22043,edist,2016,153,1,13,21,16,38,9,1,252
2190,E22044,edist,2016,304,4,27,80,62,101,27,2,607
2191,E22046,edist,2016,271,8,36,52,59,78,41,1,546
2192,E22047,edist,2016,281,3,20,63,41,95,17,4,524
2193,E22048,edist,2016,784,15,72,180,128,273,43,9,1504
2194,E22049,edist,2016,1163,18,119,202,189,300,92,7,2090
2195,E22050,edist,2016,54,0,5,8,10,24,7,2,110
2196,E22051,edist,2016,418,6,25,96,48,109,27,3,732
2197,E22052,edist,2016,134,2,7,31,17,32,8,1,232
2198,E22053,edist,2016,55,0,2,11,11,10,1,1,91
2199,E22054,edist,2016,130,1,6,16,15,42,3,0,213
2200,E22055,edist,2016,172,0,12,28,31,50,13,2,308
2201,E22056,edist,2016,190,2,24,38,44,48,11,0,357
2202,E22057,edist,2016,154,3,15,31,33,36,14,1,287
2203,E22058,edist,2016,106,1,9,23,21,41,10,4,215
2204,E22059,edist,2016,2354,61,541,485,463,708,313,14,4939
2205,E22060,edist,2016,168,0,17,29,23,42,5,1,285
2206,E22061,edist,2016,202,2,13,34,30,50,9,1,341
2207,E22062,edist,2016,119,5,13,20,17,45,7,0,226
2208,E22063,edist,2016,516,6,69,118,79,135,43,4,970
2209,E22064,edist,2016,530,4,41,124,65,111,24,2,901
2210,E22065,edist,2016,143,0,11,29,31,36,8,1,259
2211,E22066,edist,2016,200,1,10,34,29,47,10,0,331
2212,E22067,edist,2016,254,0,21,45,31,67,9,2,429
2213,E22068,edist,2016,593,5,56,126,89,200,39,3,1111
2214,E22069,edist,2016,170,3,16,30,33,45,15,1,313
2215,E22070,edist,2016,216,2,20,56,31,45,12,0,382
2216,E22071,edist,2016,385,10,90,90,103,139,42,3,862
2217,E22072,edist,2016,129,2,23,28,37,19,3,1,242
2218,E22073,edist,2016,266,4,18,72,41,77,18,1,497
2219,E22074,edist,2016,158,1,14,25,42,47,13,0,300
2220,E22075,edist,2016,216,3,26,39,44,65,17,0,410
2221,E22076,edist,2016,235,4,19,49,46,46,14,1,414
2222,E22077,edist,2016,286,3,28,77,57,91,33,0,575
2223,E22078,edist,2016,321,6,56,70,51,128,28,0,660
2224,E22079,edist,2016,1021,19,115,238,151,237,39,3,1823
2225,E22080,edist,2016,355,4,50,88,61,84,26,2,670
2226,E22081,edist,2016,140,0,8,20,23,30,12,2,235
2227,E23082,edist,2016,556,7,138,113,100,173,67,0,1154
2228,E23083,edist,2016,1432,46,544,307,324,585,270,42,3550
2229,E23084,edist,2016,865,15,237,140,166,396,152,13,1984
2230,E23085,edist,2016,1591,30,301,278,249,622,218,9,3298
2231,E23086,edist,2016,1708,50,532,387,466,1054,466,18,4681
2232,E23087,edist,2016,653,52,284,152,199,376,227,11,1954
2233,E23088,edist,2016,680,17,169,110,113,291,111,9,1500
2234,E23089,edist,2016,200,5,19,59,40,71,16,2,412
2235,E23090,edist,2016,230,6,32,47,53,77,40,14,499
2236,E23091,edist,2016,144,2,21,35,31,36,13,0,282
