ed,mean,std
Kildalkey,177076.92307692306,81975.05874600064
Kildangan,200000.0,
Kildare,151216.75925925927,68997.13259420187
Kildellig,75000.0,
Kilderry,94946.65384615384,45617.18017496681
Kildimo,166900.0,70208.97378540723
Kildinan,100000.0,
Kildorrery,135740.9090909091,91106.7418421431
Kilfane,645000.0,0.0
Kilfaughnabeg,298191.0,263817.5398433546
Kilfearagh,80000.0,
Kilfeighny,134333.33333333334,64392.02849214594
Kilfenora,159666.66666666666,86604.46485795829
Kilfergus,75500.0,83208.57327623559
Kilfian South,55000.0,
Kilfinnane,61833.333333333336,33617.95155369623
Kilflyn,100000.0,
Kilfree,55400.0,32144.984056614496
Kilgarrylander,135000.0,
Kilgarvan,100600.0,44925.364031172125
Kilglass,98138.88888888889,40282.75267901504
Kilglass North,96375.0,70700.44958434545
Kilglass South,100666.66666666667,81616.99169494875
Kilgobnet,129500.0,24748.737341529162
Kilgullane,180000.0,
Kilkeary,121250.0,76498.91066762542
Kilkeasy,40000.0,4330.127018922193
Kilkee,131145.0303030303,94072.97878398119
Kilkelly,51816.666666666664,25489.638417730974
Kilkenny Rural,178427.61111111112,104706.66936472876
Kilkerranmore,173750.0,45711.960506341595
Kilkieran,301250.0,130525.59832531631
Kilkishen,148000.0,73842.17403805678
Kill,248125.0,97415.80294177477
Killaan,171250.0,37123.10601229374
Killaconenagh,127722.22222222222,103749.7322620374
Killaconnigan,140419.73684210525,35670.90861683366
Killadoon,90000.0,
Killadriffe,92000.0,47593.51696547395
Killadysert,70000.0,
Killag,293414.0,153320.54915111672
Killahy,290000.0,0.0
Killallaghtan,100000.0,
Killallon,85000.0,
Killaloe,149115.38461538462,94494.74097998519
Killanniv,184000.0,87635.60920082658
Killanny,183000.0,
Killanummery,220000.0,
Killard,112333.33333333333,94028.36451482782
Killarney Rural,186284.7837837838,96588.36195404863
Killarney Urban,184729.07692307694,78373.68346330572
Killary,209750.0,141774.9096279028
Killashandra,69125.0,32511.261785066767
Killashee,76000.0,
Killaspugonane,159500.0,115425.30051942685
Killathy,65000.0,
Killavackan,40000.0,
Killea,172500.0,88195.5471974325
Killeagh,217894.73684210525,123137.18399359044
Killeany,129600.0,97104.58279607611
Killedan,85000.0,77781.74593052022
Killedmond,201250.0,68259.61470738023
Killeely,236625.0,107102.14432111906
Killeely B,68000.0,
Killeen,248423.38461538462,171487.42609568516
Killeenasteena,217500.0,96695.39802906859
Killeenavarra,239100.0,40639.26672566817
Killeenleagh,97000.0,43387.78629983327
Killeevan,118750.0,41365.74669941303
Killehenny,94000.0,49853.46173595996
Killeigh,150000.0,100374.29949942365
Killenaule,194000.0,180133.28398716325
Killermogh,61900.0,39074.28822128434
Killeroran,142200.0,105911.28362927154
Killerrig,195000.0,127279.22061357855
Killesk,104000.0,49426.713425029586
Killilagh,193687.5,102281.45254988455
Killimor,35000.0,15811.388300841896
Killincooly,132600.0,61566.36194446545
Killiney North,734026.64,611590.1783584583
Killiney South,388807.6923076923,441457.64479489106
Killinick,103428.57142857143,36909.1548844689
Killinkere,280000.0,
Killinny,200000.0,
Killinthomas,175000.0,
Killinure,97000.0,70710.67811865476
Killiskey,470937.5,224970.35915871226
Killoe,25000.0,
Killofin,94000.0,76367.53236814713
Killone,127500.0,45961.94077712559
Killooley,188000.0,94752.30867899737
Killorglin,137643.9024390244,70151.43636726367
Killoscully,425000.0,0.0
Killoteran,153613.5,160673.75256867564
Killoughrum,305866.6666666667,176901.81834377322
Killower,133666.66666666666,32516.662395352527
Killua,89260.0,45956.60271749135
Killucan,149365.15151515152,82334.22974837122
Killulagh,179000.0,69296.46455628166
Killummod,110750.0,114197.74516162742
Killure,123944.25,77889.24893023855
Killurin,160000.0,23452.07879911715
Killursa,158250.0,94320.12359134034
Killury,130000.0,113137.0849898476
Killybegs,106250.0,86364.31347991565
Killygordon,86525.0,45012.104853398414
Killykeen,110000.0,14142.13562373095
Killymasny,65000.0,
Killynenagh,150000.0,
Killyon,163333.33333333334,117721.42257606868
Kilmacanoge,288391.7768595041,102080.43834369763
Kilmacdonogh,112000.0,60822.14508987112
Kilmaclasser,219750.0,4596.194077712559
Kilmaclenine,242000.0,
Kilmacomma,245000.0,0.0
Kilmacowen,228108.33333333334,85619.53322517572
Kilmacrenan,57000.0,
Kilmacthomas,77125.0,44658.65910809832
Kilmactranny,76000.0,62225.39674441618
Kilmacumsy,70000.0,
Kilmaganny,66000.0,17527.121840165317
Kilmaine,30000.0,
Kilmainham A,147494.6595744681,98084.9060054552
Kilmainham B,227059.4193548387,82285.36606054736
Kilmainham C,172413.41463414635,61076.01720846554
Kilmakevoge,169000.0,48199.58506045462
Kilmalinoge,23000.0,
Kilmallock,109363.63636363637,69709.1204352879
Kilmanagh,125333.33333333333,59939.55288455195
Kilmeadan,209000.0,58749.46808269842
Kilmeage North,279500.0,64443.77394287209
Kilmeage South,211666.66666666666,67949.00048320554
Kilmeany,160000.0,74665.92261534039
Kilmeedy,131000.0,
Kilmeena,239040.7142857143,63237.91007171327
Kilmessan,219576.31578947368,155197.9187722183
Kilmihil,87071.42857142857,51923.36385757104
Kilmokea,100333.33333333333,79741.24821362321
Kilmonoge,223750.0,69558.15220706728
Kilmore,137170.44736842104,106846.18939560745
Kilmore A,308583.3333333333,419624.2645200391
Kilmore B,178214.2857142857,58913.79435102756
Kilmore C,165928.57142857142,53604.9858268287
Kilmore D,243267.85714285713,61800.677531773414
Kilmovee,84050.0,59580.841439733515
Kilmoylan,234666.66666666666,53200.877185750745
Kilmucklin,175000.0,11832.159566199232
Kilmullen,258333.33333333334,74888.80646220324
Kilmurry,99988.11111111111,71076.15825374293
Kilnagross,270000.0,
Kilnahue,269666.6666666667,148594.52659278314
Kilnaleck,75423.07692307692,50153.03503355428
Kilnamartery,195833.33333333334,71865.03554116795
Kilnamona,155500.0,127986.3273947651
Kilnaneave,52500.0,0.0
Kilnarath,40000.0,0.0
Kilpatrick,105371.42857142857,82489.73356034764
Kilpeacon,539194.6666666666,359098.07251687296
Kilphelan,45500.0,707.1067811865476
Kilpipe,181666.66666666666,11547.005383792513
Kilquain,141000.0,48083.26112068523
Kilquann,170000.0,
Kilrainy,280000.0,169705.6274847714
Kilreekill,105500.0,47864.391775097276
Kilronan,282500.0,0.0
Kilrush,93125.0,36933.21675673539
Kilrush Rural,245000.0,
Kilrush Urban,70164.28571428571,42221.14441502369
Kilsallagh,150500.0,76922.68846055759
Kilsallaghan,455000.0,111747.48319313505
Kilscannell,77500.0,95459.41546018391
Kilscoran,147881.81818181818,147837.7896027671
Kilseily,149000.0,
Kilshalvy,27500.0,3535.5339059327375
Kilshannig,85630.0,36878.7296418952
Kilshanny,133250.0,61173.93235684624
Kilsheelan,117857.14285714286,69937.1774609813
Kilshenane,88666.66666666667,49903.23970779185
Kilskeer,93666.66666666667,55410.58863911602
Kiltallagh,125535.71428571429,59750.24905307728
Kiltamagh,56571.42857142857,49912.78107144215
Kiltartan,188250.0,15202.795795510772
Kiltealy,147500.0,102530.48327204939
Kilteel,387666.6666666667,12503.33288900736
Kilteely,75200.0,26534.41161963084
Kilteevan,99250.0,61736.33452028068
Kiltenanlea,146875.0,59704.6233172486
Kilteskill,240000.0,
Kiltomy,26500.0,
Kiltoom,95250.0,55011.36246267674
Kiltorcan,125000.0,0.0
Kiltormer,107500.0,10606.601717798212
Kiltubbrid,118500.0,
Kiltullagh,86583.33333333333,106646.23349020377
Kiltybegs,225000.0,
Kiltyclogher,65000.0,7071.067811865475
Kilvemnon,35000.0,0.0
Kilvine,104700.0,3663.1612031140535
Kilwatermoy West,164000.0,26870.057685088806
Kilworth,115000.0,49174.180216857705
Kimmage A,156587.5,57612.19683677208
Kimmage B,162170.9756097561,53667.81955535885
Kimmage C,297190.0,126827.69858997532
Kimmage D,213259.45945945947,88728.82676841671
Kimmage E,217111.76470588235,111900.91044680346
Kinard,305000.0,120104.12149464314
Kincraigy,50000.0,
Kingscourt,121909.09090909091,74271.73694677478
Kingsmeadow,85909.09090909091,38518.70855948975
Kinlough,84914.54545454546,51474.81255208927
Kinnegad,121299.55714285714,41189.14218248022
Kinneigh,150625.0,60220.94735222952
Kinnitty,77888.66666666667,52266.06150585037
Kinsale Rural,374342.22222222225,275237.80319863954
Kinsale Urban,254103.64864864864,212413.9614995438
Kinsalebeg,125000.0,84852.8137423857
Kinsaley,315379.8307692308,342155.12135546
Kinturk,85949.25,45639.72399113345
Kinure,274000.0,33941.12549695428
Kinvarra,191083.33333333334,90184.11302676453
Knappagh,157513.875,96008.33652856476
Knigh,141400.0,29783.291363522007
Knock,100576.92307692308,33121.52255573793
Knock North,69416.66666666667,21164.632448182667
Knock South,140687.5,105497.10134812778
Knockaderry,70333.33333333333,42723.919920032306
Knockainy,95500.0,85660.1813368771
Knockantota,148281.25,69596.44836484114
Knockaree,250360.2,238155.0616566162
Knockavilly,262833.3333333333,119912.81555085484
Knockbarron,150000.0,
Knockboy,122500.0,43684.474740270525
Knockdrin,114333.33333333333,45566.80078010013
Knockglass,146500.0,160513.23932934628
Knocklong,45800.0,
Knockmahon,35000.0,
Knockmourne,110750.0,44067.318632162904
Knocknaboley,133000.0,
Knocknacarragh,342589.6551724138,140047.95440141103
Knocknagashel,35666.666666666664,10930.08081702357
Knocknagore,131000.0,64467.04584514479
Knocknaheeny,114714.28571428571,58482.80170475843
Knockraha,184126.31578947368,50742.189788788215
Knockrea A,339500.0,350326.7306127498
Knockrea B,349966.6666666667,240307.72434724684
Knockroe,223416.66666666666,85992.10235054535
Knocks,105000.0,
Knockskagh,162942.5,27633.673148292586
Knocktopher,97764.25,55969.485850652265
Kyle,105333.33333333333,69139.95468130807
Kyle South,34500.0,
Kylemore,131651.96078431373,35768.669196357194
Lackagh,174000.0,104699.57019969089
Lackaghbeg,200700.0,68545.28105971668
Lackalea,165000.0,
Lackan,171625.0,213994.30483075944
Lackan North,99000.0,51889.30525647843
Lackan South,120000.0,
Lady's Island,152857.14285714287,70972.83182417662
Ladytown,411972.1666666667,190228.88436871688
Laghy,140000.0,
Lahard,546000.0,571342.2791987304
Lakeview,185000.0,
Laracor,660000.0,296984.84809834993
Larah North,172500.0,45961.94077712559
Larah South,44166.666666666664,25041.632002194532
Larchville,71333.33333333333,36815.304788452675
Largymore,158000.0,
Latteragh,101666.66666666667,58366.65714829544
Lattin,112500.0,43301.270189221934
Laurencetown,70000.0,63639.61030678928
Lecarrow,90000.0,
Ledwithstown,69883.33333333333,30150.05527910908
Lehenagh,243082.7731092437,81658.88677726584
Leighlinbridge,117357.14285714286,85176.63719477027
Leighmoney,327500.0,165056.80840244066
Leitrim,110432.36363636363,51687.00727895305
Leixlip,271434.7682119205,90894.90011241507
Letterkenny Rural,99518.26262626263,43224.88866490131
Letterkenny Urban,61526.11111111111,51482.88549350526
Lettermacaward,86000.0,56120.406270803134
Lettermore,127000.0,
Limerick,325000.0,
Limerick North Rural,164732.5,66664.35786066165
Limerick South Rural,117333.33333333333,14189.197769195172
Liscananaun,159750.0,103702.70006128095
Liscannor,191545.2380952381,124450.36350364942
Liscasey,163000.0,
Liscleary,263149.39344262297,143166.79035158936
Lisdoonvarna,109909.09090909091,36959.99065328493
Lisdowney,150000.0,0.0
Lisduggan,79076.92307692308,32177.143902832486
Lisgarve/Mantua,80214.28571428571,59022.49369439385
Lisgoold,201000.0,15705.625319186332
Lisheenavalla,256000.0,154149.27829866737
Lislaughtin,99166.66666666667,62474.66153036232
Lislea,33500.0,16263.455967290593
Lismaha,62500.0,53033.00858899106
Lismakeery,75000.0,
Lismanny,30000.0,
Lismore Rural,179357.5,161725.92745908123
Lismore Urban,115406.25,114695.86141182252
Lisronagh,163222.22222222222,81462.77067799712
Lissadill East,179708.33333333334,53990.373370321
Lissadill North,133600.0,75506.95332219411
Lissadill West,100000.0,
Lissonuffy,75000.0,35355.33905932738
Listowel Rural,109826.66666666667,56739.214367656015
Listowel Urban,118299.74647887323,71394.29973318565
Littleton,98571.42857142857,76622.164182148
Lixnaw,78000.0,32511.536414017715
Longford Number 1 Urban,57500.0,10344.080432788602
Longford Number 2 Urban,45000.0,
Longford Rural,76500.0,42821.334246689075
Lorrha East,65000.0,0.0
Lorrha West,139500.0,45610.67126598043
Lough Allen/Altagowlan,24000.0,
Lough Atalia,213636.36363636365,73371.68762850249
Loughcurrane,167600.0,79463.35633485412
Loughea,163500.0,
Loughfea,275000.0,
Loughglinn,47375.0,24074.104344710315
Loughkeel,40000.0,
Loughrea Rural,173510.0,122315.33100964899
Loughrea Urban,132238.56666666668,188031.56451457526
Louisburgh,141936.6,81967.79947732863
Louth,205977.27272727274,119055.36813524278
Lowertown,186250.0,182079.99615553598
Lucan North,471654.05,146044.2833630371
Lucan-Esker,244659.87829912023,63033.14338546601
Lucan-Heights,299477.86440677964,140000.5714214172
Lucan-St. Helens,276518.8843537415,126996.77289188208
Lullymore,244000.0,
Lumcloon,126500.0,
Lurgan,147166.66666666666,91144.7566603075
Lurganboy,78000.0,
Lurraga,139000.0,
Lusk,207286.61988304093,70940.65497783394
Lusmagh,171250.0,48023.43178074637
Maas,108000.0,
Macloneigh,126111.11111111111,52546.275901448156
Macroom Urban,142859.51923076922,64496.744683467005
Magheraboy,150555.55555555556,113182.4976653978
Magheraclogher,101562.42857142857,37609.709582488416
Magherareagh,220500.0,28991.378028648447
Maghery,88166.66666666667,66596.42132527343
Magorban,206666.66666666666,103182.68588608588
Magourney,191428.57142857142,108347.98435728149
Mahanagh,51466.666666666664,26967.634922872516
Mahon A,275519.60784313723,254539.07285099308
Mahon B,240806.25,87050.36338883964
Mahon C,336897.0588235294,202902.22975505271
Mahoonagh,150000.0,35355.33905932738
Malahide East,506742.15,387792.1422133163
Malahide-West,481451.08720930235,158667.32352926265
Malin,73063.66666666667,27079.183154839317
Malinbeg,127500.0,
Mallow North Urban,150386.61417322836,126289.08910015458
Mallow Rural,155675.50877192983,109356.02648788347
Mallow South Urban,105487.71929824562,63724.60017857937
Manch,77000.0,
Manorcunningham,87730.0,58187.76413247756
Manorhamilton,80772.72727272728,48302.87964312461
Mansfieldstown,205000.0,
Mansion House A,252571.42857142858,84393.46623321703
Mansion House B,408833.3333333333,231394.39635969294
Manulla,201500.0,
Maperath,119583.33333333333,67399.12215056414
Mardyke,193333.33333333334,40414.5188432738
Marhin,168000.0,130107.64773832474
Market,63020.0,27328.053351821458
Marley,50000.0,0.0
Marshalstown,138333.33333333334,52232.65262266507
Martry,127000.0,66910.38783328042
Mashanaglass,256500.0,95318.76345540088
Matehy,262730.76923076925,59709.92916614155
Mayfield,93000.0,64961.52707564686
Mayglass,94125.0,38497.56485805303
Maynooth,246244.78021978022,108608.7228658367
Mayo,82500.0,
Meelick,56500.0,48308.039358544316
Meens,30000.0,
Mellifont,159566.66666666666,61931.92499295766
Melvin,121179.75,24022.765041726565
Menlough,203285.7142857143,82835.49830972093
Merchants Quay A,142561.0,52367.39066442016
Merchants Quay B,171742.42424242425,43880.363135910724
Merchants Quay C,210583.33333333334,109873.03278481637
Merchants Quay D,309860.71428571426,174930.10272080702
Merchants Quay E,255954.54545454544,68037.6566856379
Merchants Quay F,222336.66666666666,165658.59952093672
Mervue,133500.0,46552.38984198341
Midleton Rural,182377.77777777778,86059.52357749894
Milane,160000.0,56568.5424949238
Milford,62500.0,10606.601717798212
Military Road,67166.66666666667,27326.726843879416
Millford,62365.27777777778,33725.69183314381
Milltown,114630.8275862069,53531.77763725885
Milltown Malbay,86493.1,48088.941155252454
Minard,81000.0,
Mintiaghs,103500.0,89802.56121069154
Mitchelstown,119095.29411764706,72934.38990088216
Moate,95326.94444444444,35047.57776993558
Moatfarrell,195000.0,
Modeshil,123685.71428571429,42173.70541666251
Mogeely,135000.0,57662.81297335398
Mohernagh,230000.0,
Mohill,87010.0,46248.37414559685
Molahiffe,122666.66666666667,41064.989143226776
Monagay,75833.33333333333,75429.3267458575
Monaghan Rural,121351.71052631579,82674.09684438704
Monamolin,57000.0,
Monanimy,93833.33333333333,63120.25559728562
Monaseed,125000.0,21213.203435596424
Monasterboice,261000.0,132778.01022759755
Monasterevin,136472.35714285713,80886.54467797787
Monasteroris,178530.0,127187.12447938012
Moneenroe,49000.0,17257.409475879682
Moneymore,160000.0,14142.13562373095
Monivea,118059.5,20263.71537995932
Monkstown Rural,250774.5,136412.58014267532
Monkstown Urban,213996.19047619047,140257.0633925502
Monsea,159500.0,61442.19118116522
Montenotte A,267000.0,128209.78901784372
Montenotte B,212062.96296296295,90193.0798477447
Moone,306000.0,183248.4652050325
Morrison's Avenue East,65541.66666666667,37191.06584635453
Morrison's Avenue West,61000.0,14933.18452306808
Morrison's Road,55722.22222222222,19735.930290828564
Morristownbiller,187202.72289156626,64719.2375372481
Mortlestown,138884.61538461538,83212.05533963305
Mote,89908.0,31686.784627033398
Mothell,40000.0,0.0
Mount Bellew,127160.71428571429,60156.22666975429
Mount Falcon,105333.33333333333,22368.132093076823
Mount Sion,120500.0,182793.78594968206
Mount Temple,93000.0,53379.146989562636
Mountain,170000.0,14142.13562373095
Mountbriscoe,67500.0,17677.66952966369
Mountcollins,42000.0,
Mountievers,153346.15384615384,78749.4403724519
Mountjoy A,207458.88235294117,79250.968550771
Mountjoy B,317542.85714285716,262389.9086775713
Mountkennedy,215000.0,
Mountmellick Rural,124200.0,84720.0853230381
Mountmellick Urban,96825.64102564103,43818.841885466754
Mountplummer,42500.0,24748.737341529162
Mountrath,90483.16666666667,71580.46991496441
Mountrivers,127000.0,97349.88443752771
Mountshannon,75000.0,
Moviddy,182142.85714285713,121934.99439103958
Moville,100700.0,59517.64444263566
Moy,136500.0,68853.10450517101
Moyacomb,127500.0,102530.48327204939
Moyanna,102500.0,3535.5339059327375
Moyarta,362500.0,159099.02576697318
Moycullen,231363.63636363635,92505.42981606294
Moydow,131750.0,122959.00400811103
Moydrum,167313.93333333332,70520.065679725
Moynalty,80000.0,
Moyne,43156.833333333336,20759.903182979124
Moynehall,94187.77777777778,59342.01453345588
Moynsha,100475.0,72182.88693774077
Moyode,125000.0,
Moyrus,25000.0,
Muckanagh,130000.0,106066.01717798212
Muckross,125000.0,77781.74593052022
Muinebeag Rural,114666.66666666667,66803.19353643706
Muinebeag Urban,103833.33333333333,38579.55874477021
Mullagh,101900.0,46986.39620753467
Mullanalaghta,94666.66666666667,121656.62058981144
Mullary,230750.0,120961.08189551436
Mullinahone,151665.83333333334,123571.36327632586
Mullingar North Urban,87817.5,54344.7870317407
Mullingar Rural,142310.26515151514,55798.340493586154
Mullingar South Urban,115482.04807692308,48720.67689407737
Multyfarnham,101437.5,33622.31136356588
Munterconnaught,180500.0,102956.70611151725
Murrough,159789.7142857143,80500.80244723083
Myross,276923.07692307694,169552.57863883086
Myshall,133666.66666666666,69098.96284798106
Naas Rural,260065.48561151078,175632.09673685994
Nantinan,153750.0,121975.91975467945
Narraghmore,196666.66666666666,75055.53499465136
Navan Rural,172921.52896341463,78521.78106259377
Neale,75000.0,
Nenagh Rural,110540.35042735042,57306.71616233257
New Bermingham,175000.0,0.0
New Ross Rural,122200.0,55952.71455276129
New Ross Urban,64990.97777777778,121042.71130370598
Newbawn,162500.0,38890.87296526011
Newbliss,47100.0,44368.344571326976
Newbrook,110000.0,84852.8137423857
Newcastle,209618.94736842104,83431.28144279185
Newcastle Lower,311833.3333333333,183836.85184216494
Newcastle Rural,122578.02777777778,45563.120676069404
Newcastle Upper,280719.64285714284,130754.23778238297
Newmarket,149500.0,82162.88699893645
Newport,144795.45454545456,69891.72008899113
Newport East,127900.0,53598.6940139403
Newport West,180000.0,60553.00708194983
Newport's Square,60200.0,19511.53504981092
Newtown,190091.66666666666,124254.68906090902
Newtown Cunningham,89428.57142857143,34408.6091109824
Newtown Forbes,61826.92307692308,32090.26731596757
Newtownbarry,89416.66666666667,26299.700424610208
Newtowngore,40000.0,
Newtownsandes,58300.0,11670.475568716127
Nobber,73000.0,24344.74618201362
Nodstown,157500.0,59581.87643906492
Nohavel,70000.0,70710.67811865476
North City,186935.48387096773,37913.82595999422
North Dock A,202296.875,83515.96905199358
North Dock B,210491.8404255319,121049.22350910418
North Dock C,218000.0,77995.83322203821
Nun's Island,256863.88888888888,149872.13055092335
Nurney,112375.0,35004.84660321033
O'Briensbridge,57166.666666666664,17221.594970656268
O'Dempsey,57000.0,
O'More's Forest,163500.0,
Oakport,147500.0,130814.75451951129
Oatfield,130000.0,
Ogonnelloe,15000.0,
Ogulla,64800.0,33282.127335854
Old Leighlin,140000.0,21213.203435596424
Old Ross,105500.0,20506.096654409877
Oldcastle,98716.66666666667,48394.66347006612
Oldconnell,315000.0,131943.16958448436
Oldcourt,160000.0,
Oldtown,256125.0,31760.496952451274
Oola,105250.0,61453.844468836935
Oranmore,211855.5846153846,98558.70116821438
Oughterard,152545.45454545456,95126.97142577753
Outrath,171500.0,0.0
Ovens,287187.5,97634.05639115535
Owel,150666.66666666666,123597.46491467101
Painestown,268125.0,134915.25117643297
Pallas,120000.0,
Pallaskenry,128888.88888888889,44705.828603338865
Palmerstown Village,237516.39344262294,57892.858455160895
Palmerstown West,237608.0253164557,92189.28555868012
Park,71340.6834532374,38455.2672361462
Patrickswell,173454.54545454544,116490.65510706311
Paulstown,139058.45454545456,50041.35214630678
Pembroke East A,253799.0243902439,115581.53037585369
Pembroke East B,586127.2727272727,278511.4396465359
Pembroke East C,678380.2816901408,468836.6869542157
Pembroke East D,687744.1860465116,580950.087726716
Pembroke East E,838941.6862745098,891957.8574944556
Pembroke West A,374286.25,233943.96518087675
Pembroke West B,616865.1578947369,515515.08131778514
Pembroke West C,849869.0425531915,565716.7133761254
Pembrokestown,162750.0,106419.57056857541
Peppardstown,79325.33333333333,71562.03446948502
Pettigoe,70000.0,20297.783130184438
Phoenix Park,193300.0,45268.090306528284
Pilltown,145241.66666666666,86828.82354988233
Poleberry,100052.63157894737,115104.16716281653
Pollrone,101833.33333333333,27132.77538328875
Pontoon,138000.0,
Portarlington,101259.75609756098,58588.92757601626
Portarlington North,89885.41666666667,46662.0586007767
Portlaoise Rural,124201.22641509434,55645.7709849468
Portlaw,103115.0,44504.057961044404
Portmagee,81666.66666666667,62516.66444503684
Portmarnock North,476071.4285714286,120618.90333305903
Portmarnock South,398214.28571428574,149645.1101311871
Portnascully,110375.0,61779.04175365623
Portumna,91707.69230769231,51649.805768245016
Pouladuff A,139285.7142857143,45642.50316577845
Pouladuff B,151208.33333333334,41241.2295543127
Powerscourt,614000.0,295241.4266325104
Poyntstown,72500.0,20207.2594216369
Priorswood A,202827.77777777778,65998.84994789261
Priorswood B,160000.0,70118.94655987543
Priorswood C,135345.0,39574.20912384451
Priorswood D,164346.15384615384,53402.39118817981
Priorswood E,195483.33333333334,38760.423143960266
Prospect A,59625.0,37919.7931730345
Prospect B,31625.0,7122.441060947199
Querrin,56500.0,2121.3203435596424
Quin,159047.91666666666,55048.854742987096
Rackwallace,203375.0,60626.41750920138
Raford,168750.0,8838.834764831845
Rahalisk,178400.0,85701.80861568791
Rahan,213333.33333333334,248260.61575153907
Raharney,41000.0,
Raheen,166250.0,96404.09742329421
Raheenakeeran,96833.33333333333,20410.373179668553
Rahelty,82400.0,45765.58629460447
Raheny St. Assam,434904.4117647059,142266.94105644946
Raheny-Foxfield,353705.6206896552,176600.32096848643
Raheny-Greendale,312833.3333333333,149897.40452742326
Rahill,103000.0,53002.358438092175
Rahona,97666.66666666667,47310.32304546933
Rahoon,196705.88235294117,86294.74542656288
Rakenny,55000.0,42426.40687119285
Raphoe,81923.6,26251.070164852328
Ratass,149500.0,93902.43163340694
Rathangan,147085.86363636365,69874.66245751709
Rathaspick,128145.45454545454,75504.60551877253
Rathbane,55272.72727272727,34491.56682173458
Rathbarry,176600.0,89318.53111197027
Rathborney,93750.0,75306.87219636732
Rathclarin,283000.0,116567.57696718244
Rathcline,98428.57142857143,76181.48756501837
Rathclooney,56000.0,
Rathcool,52000.0,4242.640687119285
Rathcoole,238333.33333333334,75747.1930496567
Rathcooney,235929.7162162162,123223.24382977451
Rathcor,74000.0,21063.39637063944
Rathcormack,126607.48387096774,57216.31488999793
Rathdowney,66844.44444444444,60291.83425454709
Rathdrum,176150.0,75456.40757711994
Rathea,64083.333333333336,63667.26657658026
Rathernan,188600.0,81346.78850452548
Rathfarnham,768757.1428571428,646044.1450880871
Rathfarnham Village,435709.63333333336,189937.56669664624
Rathfarnham-Ballyroan,452200.0,121123.81925879292
Rathfarnham-Butterfield,497906.8333333333,196711.8314325453
Rathfarnham-Hermitage,389235.77419354836,108955.74506755879
Rathfarnham-St. Edna's,383567.85714285716,130887.62906263382
Rathfeigh,310100.0,127384.98079967409
Rathfeston,148333.33333333334,93585.96760910972
Rathhill,110000.0,
Rathkeale Urban,133735.29411764705,86765.5097171139
Rathluirc,101286.14457831325,65996.3803115197
Rathmelton,159055.55555555556,100847.49847526189
Rathmichael (Bray),181433.4,47978.46649993843
Rathmines East A,724027.7777777778,528324.510078722
Rathmines East B,532020.6260869565,336754.55533871625
Rathmines East C,822854.725490196,443902.8792329727
Rathmines East D,564704.0612244898,229260.2080421219
Rathmines West A,383093.4,207124.65135740038
Rathmines West B,391370.6896551724,208051.98322131668
Rathmines West C,680075.0,497478.4070035428
Rathmines West D,517139.25925925927,305883.981765265
Rathmines West E,590531.0,422673.4228477599
Rathmines West F,491725.0,225845.866569279
Rathmolyon,235000.0,
Rathmore,177452.38095238095,131125.69396974653
Rathmoylan,170916.66666666666,85813.99458518795
Rathmullan,130378.94736842105,37995.18359750597
Rathornan,287500.0,
Rathowen,123166.66666666667,132748.50909395053
Rathpatrick,140833.33333333334,70433.92293490403
Rathroe,174250.0,
Rathronan,106785.71428571429,83058.14085268682
Rathrush,187333.33333333334,73780.50216690043
Rathsallagh,670000.0,
Rathsaran,91000.0,1414.213562373095
Rathvilly,193666.66666666666,146958.04389915738
Ratoath,292487.675,112199.64314226758
Ravensdale,150000.0,49497.474683058324
Rearymore,105500.0,70003.57133746821
Redcastle,117388.88888888889,78841.92166044097
Redhill,100000.0,
Reen,322500.0,38890.87296526011
Reisk,195208.33333333334,122791.66730933357
Renmore,258500.0,77215.83849370357
Ringville,97500.0,104043.26023342405
Rinn,71076.5,15931.404006273619
Rinvyle,170600.0,105270.12871655473
Riverdale,205000.0,222542.13084267886
Riversdale,150000.0,
Riverstown,216516.14444444445,80273.06387820655
Roanmore,69722.22222222222,17672.561909481163
Robertstown,173000.0,38764.244693617686
Rochestown,194500.0,184104.13719776462
Rockbarton,412388.8888888889,370932.07541969646
Rockhill,63750.0,51265.24163602469
Rockingham,115500.0,72190.71962517066
Rodanstown,254300.0,91227.46297031394
Roosky,96515.64705882352,110398.32612914767
Rosbercon,65725.45454545454,53751.010476759664
Roscommon Rural,113423.07692307692,43691.554367828605
Roscrea,73327.58620689655,41505.500768830454
Rosenallis,55521.0,13357.12630021892
Rosguill,154285.7142857143,107797.20819779192
Roskeen,106333.33333333333,41956.32649950819
Rosmead,175000.0,35355.33905932738
Rosmoylan,55500.0,27577.164466275353
Rosnakill,145000.0,
Ross,140000.0,
Rosscarbery,216744.7142857143,177765.11316013377
Rossinan,345000.0,0.0
Rossinver West,85000.0,
Rosslare,160651.42857142858,69699.52549607407
Rosslee,109000.0,132936.07486307094
Rossmore,154000.0,76108.47521794139
Rossroe,215000.0,9128.70929175277
Rostellan,279750.0,138446.28922437754
Rotunda A,186055.61111111112,85489.99677784041
Rotunda B,190230.76923076922,61031.96409280666
Roundstone,111500.0,51618.79502661797
Rowan,30000.0,
Roxborough,287062.5,201241.40398678256
Royal Exchange A,202853.19565217392,130045.05643363585
Royal Exchange B,171666.66666666666,55075.705472861024
Ruan,116250.0,54956.232585576676
Rush,237508.7912087912,102802.68792243782
Rushfield,116450.0,35458.532118518386
