uid,ed,ed_num
33460,Nun's Island,1127
33464,Eyre Square,1128
33465,Murrough,1129
33471,Taylor's Hill,1130
33476,Shantalla,1131
33477,Castlegar,1132
33509,Wellpark,1133
33517,Salthill,1134
33521,Oughterard,1135
33525,Menlough,1136
33570,Rockbarton,1137
33600,Raheen,1138
33601,Ballinastack,1139
33606,Gort,1140
33615,Loughrea Urban,1141
33616,Kiltartan,1142
33644,Rinvyle,1143
33657,Killinny,1144
33666,Killursa,1145
33667,Headford,1146
33674,Killeany,1147
33688,Shrule,1148
33707,ÃÂÃÂrainn,1149
33708,Cill AinnÃÂÃÂ­n,1150
33731,Rahasane,1151
33734,Killeenavarra,1152
33738,Bencorr,1153
33745,Bullaun,1154
33753,Kinvarra,1155
33767,Doorus,1156
33901,Ballynakill,1157
33902,Gorumna,1158
33905,Mountain,1159
33910,Drumkeary,1160
33947,Lackalea,1161
33995,Castleboy,1162
34002,Kilteskill,1163
34010,Bracklagh,1164
34013,Kilreekill,1165
34068,Monivea,1166
34089,Tullokyne,1167
34091,Moycullen,1168
34114,Sliabh an Aonaigh,1169
34130,Cooloo,1170
34179,Oranmore,1171
34231,Ballynacourty,1172
34322,Wormhole,1173
34344,Cappard,1174
34347,Portumna,1175
34353,Kilmalinoge,1176
34366,Pallas,1177
34400,Renmore,1178
34421,Lough Atalia,1179
34506,Turlough,1180
34511,Roundstone,1181
34622,Dalgan,1182
34623,Spiddal,1183
34644,Claretuam,1184
34666,Kilmoylan,1185
34669,Foxhall,1186
34680,Ballynapark,1187
34686,Killeen,1188
34692,Belclare,1189
34743,Deerpark,1190
34770,Kilcroan,1191
34771,Island,1192
34779,Templetogher,1193
34782,Woodford,1194
34784,Abbeydorney,1195
34787,Ballincloher,1196
34791,Moynsha,1197
34792,Ballinvoher,1198
34795,Banna,1199
34796,Tubrid,1200
34802,Ballynorig,1201
34803,Ballynahaglish,1202
34810,Clogherbrien,1203
34813,Ballinskelligs,1204
34821,St. Finan's,1205
34823,Killehenny,1206
34864,Gullane,1207
34866,Kilquann,1208
34868,Drommartin,1209
34869,Ballyduff,1210
34872,Dunurlin,1211
34874,Marhin,1212
34877,Aghadoe,1213
34878,Ballyheige,1214
34882,Kerryhead,1215
34897,Lislaughtin,1216
34902,Dunloe,1217
34904,Cloghane,1218
34906,Castleisland,1219
34907,Caherdaniel,1220
34911,Bahaghs,1221
34913,Emlagh,1222
34917,Castlequin,1223
34921,Teeranearagh,1224
34924,Valencia,1225
34934,Knockglass,1226
34935,Caragh,1227
34937,Castlecove,1228
34942,Castlegregory,1229
34949,Deelis,1230
34975,Crinny,1231
34978,Scartaglin,1232
34994,Kiltallagh,1233
34996,Boolteens,1234
35001,Kilgarrylander,1235
35010,Causeway,1236
35012,Killury,1237
35027,Killorglin,1238
35028,Glin,1239
35030,Dunquin,1240
35031,Dingle,1241
35061,Brandon,1242
35067,Trienearagh,1243
35068,Duagh,1244
35077,Molahiffe,1245
35080,Tralee Rural,1246
35081,Glanbehy,1247
35093,Curraghbeg,1248
35095,Clydagh,1249
35096,Coom,1250
35098,Lack,1251
35099,Killinane,1252
35101,Kenmare,1253
35143,Cappagh,1254
35161,Ardea,1255
35181,Kilgarvan,1256
35186,Reen,1257
35194,Kilfeighny,1258
35200,Glanlee,1259
35205,Flesk,1260
35206,Killarney Urban,1261
35207,Killarney Rural,1262
35316,Coolies,1263
35337,Brewsterfield,1264
35341,Lahard,1265
35369,Muckross,1266
35501,Kilgobnet,1267
35521,Dromin,1268
35552,Kilmeany,1269
35554,Brosna,1270
35555,Knocknagashel,1271
35566,Glanmore,1272
35569,Minard,1273
35570,Kinard,1274
35575,Ballyconry,1275
35576,Ennismore,1276
35577,Listowel Urban,1277
35578,Listowel Rural,1278
35586,Kilshenane,1279
35629,Rathea,1280
35672,Cloontubbrid,1281
35683,Shronowen,1282
35698,Lixnaw,1283
35707,Kiltomy,1284
35735,Newtownsandes,1285
35742,Tarmon,1286
35747,Portmagee,1287
35750,Rathmore,1288
35769,Darrynane,1289
35778,Sneem,1290
35784,Tahilla,1291
35785,Tarbert,1292
35794,Tralee Urban,1293
35840,Ballyseedy,1294
35894,Arabela,1295
36013,Blennerville,1296
36028,Ratass,1297
36063,Baurtregaum,1298
36098,Doon,1299
36188,Loughcurrane,1300
36211,Kilmeage North,1301
36217,Droighead Nua Rural,1302
36225,Athy Rural,1303
36235,Burtown,1304
36240,Ballylynan,1305
36269,Kilberry,1306
36300,Moone,1307
36324,Barrowhouse,1308
36365,Ballitore,1309
36366,Narraghmore,1310
36367,Ballymore Eustace,1311
36373,Ballysax East,1312
36374,Carnalway,1313
36375,Ballynadrumney,1314
36376,Cadamstown,1315
36377,Kilrainy,1316
36378,Ballyshannon,1317
36384,Carbury,1318
36387,Windmill Cross,1319
36391,Drehid,1320
36406,Donore Electoral Division,1321
36407,Castledermot,1322
36408,Graney,1323
36433,Celbridge,1324
36435,Donaghcumper,1325
36773,Kildare,1326
36774,Clane,1327
36800,Balraheen,1328
36827,Bodenstown,1329
36847,Donadea,1330
36886,Robertstown,1331
36887,Timahoe South,1332
36889,Inchaquire,1333
36890,Usk,1334
36899,Timahoe North,1335
36902,Kill,1336
36917,Kilcock,1337
37068,Ballybrackan,1338
37073,Kildangan,1339
37080,Lackagh,1340
37095,Thomastown,1341
37101,Monasterevin,1342
37104,Dunmurry,1343
37107,Maynooth,1344
37114,Droighead Nua Urban,1345
37170,Ballysax West,1346
37188,Leixlip,1347
37249,Kilmeage South,1348
37250,Rathernan,1349
37255,Kilteel,1350
37431,Dunmanoge,1351
37533,Rodanstown,1352
37659,Feighcullen,1353
37699,Quinsborough,1354
37714,Hartstown,1355
37718,Naas Rural,1356
37719,Killashee,1357
37753,Oldconnell,1358
37761,Ladytown,1359
37809,Downings,1360
38064,Fontstown,1361
38065,Morristownbiller,1362
38481,Cloncurry,1363
38502,Rathangan,1364
38512,Bracknagh,1365
38516,Lullymore,1366
38535,Killinthomas,1367
38628,Straffan,1368
38663,Kilrush,1369
38666,Pollardstown,1370
38686,Kilkieran,1371
38688,Ballyhale,1372
38694,Kiltorcan,1373
38697,Ballyragget,1374
38706,Ballyconra,1375
38712,Outrath,1376
38713,Bennettsbridge,1377
38714,Woolengrange,1378
38716,Tullaherin,1379
38720,Kilkenny Rural,1380
38721,Danesfort,1381
38724,Callan Rural,1382
38731,Coolaghmore,1383
38735,Scotsborough,1384
38744,Earlstown,1385
38751,Modeshil,1386
38764,Knocktopher,1387
38767,Jerpointchurch,1388
38770,Clogh,1389
38771,Castlecomer,1390
38773,Moneenroe,1391
38806,Tubbridbrittain,1392
38814,Ullid,1393
38817,Pollrone,1394
38818,St Canice's,1395
38823,Dunkitt,1396
38833,Graiguenamanagh,1397
38838,Inistioge,1398
38840,Pilltown,1399
38850,Balleen,1400
38861,Clara,1401
38866,Stonyford,1402
38869,Ballincrea,1403
38873,Ballybeagh,1404
38874,Freshford,1405
38876,Glashare,1406
38879,Gowran,1407
38884,Castlebanny,1408
38888,Boolyglass,1409
38893,Kilmanagh,1410
38909,Ballycallan,1411
38924,Kells,1412
38940,Templeorum,1413
38941,Urlingford,1414
38949,Tullaghanbrogue,1415
38951,Fiddown,1416
38954,Killahy,1417
38974,Burnchurch,1418
38984,Tullaroan,1419
38992,Grange,1420
39002,Kilcolumb,1421
39005,Paulstown,1422
39032,Galmoy,1423
39048,Dunbell,1424
39084,Portnascully,1425
39107,Rathpatrick,1426
39110,Muckalee,1427
39136,Kilfane,1428
39140,Kilbeacon,1429
39143,Kilkeasy,1430
39146,Kilmaganny,1431
39169,Tiscoffin,1432
39180,Lisdowney,1433
39182,Bramblestown,1434
39189,Goresbridge,1435
39221,Marley,1436
39222,Breaghwy,1437
39231,Mothell,1438
39239,Aghaviller,1439
39253,Dunmore,1440
39259,Farranshoneen,1441
39282,Ennisnag,1442
39314,Mount Sion,1443
39316,Tullaghought,1444
39330,New Ross Urban,1445
39335,Kilmakevoge,1446
39346,Rossinan,1447
39370,The Rower,1448
39401,Tubbrid,1449
39424,Abbeyleix,1450
39433,Ballinakill,1451
39444,Portlaoise Rural,1452
39445,Ballyroan,1453
39465,Attanagh,1454
39466,Killermogh,1455
39468,Cuffsborough,1456
39469,Kildellig,1457
39474,Arless,1458
39476,Turra,1459
39477,Ballickmoyler,1460
39490,Ballybrittas,1461
39491,Jamestown,1462
39495,Sallyford,1463
39500,Kilcoke,1464
39501,Brisha,1465
39502,Ballyfin,1466
39503,O'More's Forest,1467
39509,Rathaspick,1468
39519,Borris-in-Ossory,1469
39520,Moneymore,1470
39524,Arderin,1471
39528,Clonaslee,1472
39531,Castlecuffe,1473
39536,Ardough,1474
39540,Cullahill,1475
39541,Durrow,1476
39542,Aughmacart,1477
39561,Emo,1478
39563,Errill,1479
39569,Rathsaran,1480
39571,Garrymore,1481
39573,Portarlington,1482
39586,Mountmellick Rural,1483
39590,Mountmellick Urban,1484
39620,Shaen,1485
39649,Mountrath,1486
39650,Cardtown,1487
39681,Clonin,1488
39682,Clonkeen,1489
39683,Trumra,1490
39693,Portarlington North,1491
39699,Hammerlane,1492
39748,Kilmullen,1493
39861,Clondarrig,1494
39998,Ballycarroll,1495
40139,Cullenagh,1496
40145,Kyle South,1497
40146,Rathdowney,1498
40154,Grantstown,1499
40158,Meelick,1500
40160,Rearymore,1501
40161,Rosenallis,1502
40192,Ballyadams,1503
40199,Moyanna,1504
40209,Luggacurren,1505
40211,Doonane,1506
40214,Fossy,1507
40218,Ballylehane,1508
40224,Annaduff,1509
40226,Aghacashel,1510
40227,Aghavas,1511
40231,Ballinamore,1512
40242,Cloverhill,1513
40248,Garadice,1514
40252,Beihy,1515
40253,Newtown Forbes,1516
40254,Carrick-on Shannon,1517
40261,Keshcarrigan,1518
40263,Gortnagullion,1519
40265,Roosky,1520
40268,Drumnsa,1521
40311,Gowel,1522
40314,Carrigallen East,1523
40315,Carrigallen West,1524
40321,Drumreilly North,1525
40331,Corrala,1526
40337,Keeldra,1527
40338,Yugan,1528
40339,Mahanagh,1529
40341,Drumahaire,1530
40351,Killanummery,1531
40364,Garvagh/Arigna,1532
40367,Drumod,1533
40384,Drumshanbo,1534
40385,Drumkeeran,1535
40397,Tumna North,1536
40403,Fenagh,1537
40404,Rowan,1538
40406,Glencar,1539
40407,Glenade,1540
40408,Cloonclare,1541
40409,Glenfarn,1542
40410,Breandrum,1543
40419,Kiltubbrid,1544
40422,Manorhamilton,1545
40423,Kiltyclogher,1546
40426,Kinlough,1547
40429,Tullaghan,1548
40460,Glenboy,1549
40466,Lurganboy,1550
40475,Rinn,1551
40478,Mohill,1552
40500,Cattan,1553
40505,Newtowngore,1554
40521,Melvin,1555
40522,Ballaghameehan,1556
40525,Glenaniff,1557
40541,Abbeyfeale,1558
40542,Dromtrasna,1559
40551,Rathronan,1560
40567,Adare South,1561
40568,Abbey B,1562
40574,Dromard,1563
40575,Adare North,1564
40592,Clarina,1565
40594,Dunnaman,1566
40597,Croagh,1567
40603,Ballyvarra,1568
40604,Ballysimon,1569
40626,Singland B,1570
40663,Knockaderry,1571
40666,Kilscannell,1572
40670,Ardpatrick,1573
40671,Kilcornan,1574
40672,Askeaton West,1575
40673,Askeaton East,1576
40674,Shannon B,1577
40681,Nantinan,1578
40682,Aughinish,1579
40688,Lismakeery,1580
40689,Iveruss,1581
40698,Athlacca,1582
40699,Ballintober,1583
40701,Ballinacurra B,1584
40702,John's B,1585
40703,Dock C,1586
40705,Ballingarry,1587
40712,Cloncagh,1588
40715,Roxborough,1589
40718,Ballycummin,1590
40720,Mohernagh,1591
40721,Dunmoylan West,1592
40722,Ballylanders,1593
40723,Darragh,1594
40725,Ballybricken,1595
40735,Farranshone,1596
40743,Limerick South Rural,1597
40751,Caherconlish West,1598
40752,Broadford,1599
40755,Mountplummer,1600
40759,Bruff,1601
40760,Knockainy,1602
40761,Crean,1603
40777,Uregare,1604
40787,Rockhill,1605
40788,Bruree,1606
40792,Coolrus,1607
40811,Limerick North Rural,1608
40833,Cappamore,1609
40836,Doon West,1610
40871,Kilfinny,1611
40872,Mahoonagh,1612
41017,Coolraine,1613
41026,Ballynanty,1614
41095,Kilpeacon,1615
41096,Crecora,1616
41099,Patrickswell,1617
41107,Ballynabanoge,1618
41108,Abbeyville,1619
41110,Croom,1620
41118,Doon South,1621
41128,Glengar,1622
41250,Castle A,1623
41251,Castle C,1624
41265,Castle B,1625
41271,Castle D,1626
41273,Fedamore,1627
41279,Feenagh,1628
41282,Kilmeedy,1629
41283,Danganbeg,1630
41285,Shanagolden,1631
41294,Galbally,1632
41295,Riversdale,1633
41297,Singland A,1634
41299,Abbey D,1635
41302,Kilfergus,1636
41315,Hospital,1637
41326,Glentworth B,1638
41332,Kildimo,1639
41334,Ballynacarriga,1640
41347,Kilfinnane,1641
41349,Kilflyn,1642
41354,Kilmallock,1643
41357,Emlygrennan,1644
41362,Bulgaden,1645
41368,Templemolaga,1646
41372,Anglesborough,1647
41385,Ballymacshaneboy,1648
41388,Glenbrohane,1649
41389,Ballyagran,1650
41410,Kilteely,1651
41417,Knocklong,1652
41419,Duntryleague,1653
41421,Market,1654
41422,Glentworth C,1655
41423,Shannon A,1656
41426,Prospect A,1657
41430,Dock D,1658
41434,Dock A,1659
41439,Ballinacurra A,1660
41440,Dock B,1661
41444,St. Laurence,1662
41455,Rathbane,1663
41462,Galvone A,1664
41474,Glentworth A,1665
41476,Prospect B,1666
41487,Abbey C,1667
41495,John's C,1668
41497,Custom House,1669
41554,Rathkeale Urban,1670
41821,Monagay,1671
41830,Mountcollins,1672
41852,Glenstal,1673
41853,Abington,1674
41867,Newcastle Rural,1675
41928,Oola,1676
41933,Templebredon,1677
41937,Grean,1678
41939,Caherconlish East,1679
41947,Pallaskenry,1680
42048,Ballyallinan,1681
42062,Shanid,1682
42082,Templeglentan,1683
42090,Killeely B,1684
42092,Glengort,1685
42096,Firry,1686
42097,Abbeylara,1687
42099,Agharra,1688
42103,Ardagh East,1689
42108,Ardagh West,1690
42114,Lislea,1691
42117,Drumgort,1692
42119,Ballinamuck East,1693
42122,Ballinalee,1694
42123,Moatfarrell,1695
42127,Longford Number 1 Urban,1696
42131,Aghaboy,1697
42134,Drummeel,1698
42136,Edgeworthstown,1699
42140,Ballinamuck West,1700
42143,Ballymahon,1701
42182,Ledwithstown,1702
42183,Winetown,1703
42193,Forgney,1704
42198,Kilglass,1705
42199,Cloondara,1706
42204,Kilcommock,1707
42205,Cloonee,1708
42208,Creevy,1709
42210,Drumlish,1710
42222,Killoe,1711
42269,Ballymuigh,1712
42295,Crossagstown,1713
42300,Granard Urban,1714
42316,Granard Rural,1715
42322,Coolamber,1716
42324,Bunlahy,1717
42346,Moydow,1718
42349,Mountdavis,1719
42352,Corboy,1720
42355,Rathcline,1721
42375,Longford Rural,1722
42381,Longford Number 2 Urban,1723
42399,Moyne,1724
42409,Cashel East,1725
42410,Cashel West,1726
42417,Caldragh,1727
42443,Drumcar,1728
42446,Castlebellingham,1729
42447,Ardee Rural,1730
42487,Tallanstown,1731
42493,Stabannan,1732
42540,St. Peter's,1733
42541,Termonfeckin,1734
42545,Haggardstown,1735
42575,Carlingford,1736
42584,Jenkinstown,1737
42587,Greenore,1738
42590,Rathcor,1739
42623,Mansfieldstown,1740
42624,Dromiskin,1741
42651,Collon,1742
42654,Dunleer,1743
42670,Darver,1744
42674,Fair Gate,1745
42675,St. Laurence Gate,1746
42688,West Gate,1747
42805,Monasterboice,1748
43042,Dysart,1749
43179,Dundalk No. 4 Urban,1750
43180,Dundalk Rural,1751
43195,Dundalk No. 1 Urban,1752
43197,Dundalk No. 2 Urban,1753
43200,Faughart,1754
43216,Dundalk No. 3 Urban,1755
43248,Ravensdale,1756
43284,Louth,1757
43353,Castlering,1758
43358,Ballymascanlan,1759
43403,Creggan Upper,1760
43465,Barronstown,1761
43554,Mullary,1762
43599,Killanny,1763
43609,Drummullagh,1764
43657,Slievemore,1765
43665,Achill,1766
43666,Doogea,1767
43667,Balla,1768
43681,Ballina Urban,1769
43687,Ardnaree South Rural,1770
43692,Ardnaree North,1771
43699,Lackan North,1772
43700,Ardnaree South Urban,1773
43703,Ballina Rural,1774
43720,Swineford,1775
43724,Ballynagoraher,1776
43746,Mount Falcon,1777
43748,Attymass West,1778
43789,Carrowmore,1779
43803,Kilfian South,1780
43861,Rathhill,1781
43871,Ballindine,1782
43877,Ballinrobe,1783
43879,Neale,1784
43887,Hollymount,1785
43904,Ballycastle,1786
43909,Ballyhaunis,1787
43911,Coolnaha,1788
43920,Aghamore,1789
43921,Course,1790
43931,Loughanboy,1791
43932,Bekan,1792
43947,Knock South,1793
43950,Manulla,1794
43951,Bellavary,1795
43952,Bangor,1796
43954,Belmullet,1797
43967,An Geata MÃÂÃÂ³r Theas,1798
43971,An Geata MÃÂÃÂ³r Thuaidh,1799
43972,Bohola,1800
43973,Strade,1801
43974,Toocananagh,1802
43978,Cloonmore,1803
43979,Lackan South,1804
43980,Castlebar Urban,1805
43981,Castlebar Rural,1806
44039,Pontoon,1807
44080,Ballyhean,1808
44094,Islandeady,1809
44097,Burren,1810
44136,Kilbeagh,1811
44137,Sonnagh,1812
44140,Achonry West,1813
44152,Claremorris,1814
44154,Kilvine,1815
44161,Rosslee,1816
44166,Culnacleha,1817
44174,Burriscarra,1818
44177,Caraun,1819
44188,Mayo,1820
44217,Houndswood,1821
44221,Crossmolina North,1822
44222,Crossmolina South,1823
44236,Fortland,1824
44242,Sraheen,1825
44244,Toomore,1826
44246,Callow,1827
44266,Cuildoo,1828
44275,Newbrook,1829
44276,Kilcommon,1830
44277,Coonard,1831
44287,Kilkelly,1832
44289,Urlaur,1833
44294,Kiltamagh,1834
44296,Kilmovee,1835
44298,Kilalla,1836
44302,Kilmaine,1837
44308,Killedan,1838
44310,Brackloon,1839
44318,Knock North,1840
44337,Kilsallagh,1841
44338,Louisburgh,1842
44342,Aillemore,1843
44359,Newport West,1844
44368,Westport Urban,1845
44371,Newport East,1846
44372,Derryloughan,1847
44375,Glenhest,1848
44404,Tumgesh,1849
44433,Ballyovey,1850
44470,Kilmaclasser,1851
44471,Tawnynagry,1852
44475,Kilmeena,1853
44477,Westport Rural,1854
44498,Croaghpatrick,1855
44513,Aghagower North,1856
44556,Drummin,1857
44589,Donaghmore,1858
44600,Ratoath,1859
44604,Kilbrew,1860
44829,Grennanstown,1861
44830,Athboy,1862
44855,Cloghbrack,1863
44903,Castlejordan,1864
44904,Killaconnigan,1865
44919,Killyon,1866
44953,Kentstown,1867
44956,Dunshaughlin,1868
44965,Julianstown,1869
45107,Stamullin,1870
45109,Hill of Down,1871
45110,Ardnamullan,1872
45143,Duleek,1873
45183,Drumcondra,1874
45185,Navan Rural,1875
45189,Culmullin,1876
45406,Bective,1877
45407,Kilmessan,1878
45408,Galtrim,1879
45416,Skreen,1880
45518,Innfield,1881
45563,Dunfierth,1882
45591,Rathmolyon,1883
45612,Girley,1884
45614,Rathfeigh,1885
45626,Kilskeer,1886
45650,Kilmainham,1887
45651,Ceanannas MÃÂÃÂ³r Rural,1888
45657,Cruicetown,1889
45671,Maperath,1890
45677,Castlekeeran,1891
45688,Staholmog,1892
45698,Teltown,1893
45705,Balrathboyne,1894
45735,Moynalty,1895
45743,Martry,1896
45754,Ballinlough,1897
45762,Burry,1898
45801,Kilmore,1899
45803,Gallow,1900
45808,Kildalkey,1901
45824,Killallon,1902
45831,Tara,1903
45838,Kilcooly,1904
45901,Killary,1905
45902,Castlerickard,1906
45992,Ardbraccan,1907
46061,Painestown,1908
46071,Donaghpatrick,1909
46146,Clonmacduff,1910
46189,Ardmulchan,1911
46734,Nobber,1912
46738,Carrickleck,1913
46739,Oldcastle,1914
46748,Stonefield,1915
46948,Slane,1916
46960,Mellifont,1917
46978,Stackallan,1918
47076,Summerhill,1919
47089,Laracor,1920
47137,Trim Rural,1921
47341,Bellanode,1922
47345,Ballybay Rural,1923
47349,Ballybay Urban,1924
47354,Creeve,1925
47356,Anny,1926
47358,Crossalare,1927
47359,Carrickmacross Urban,1928
47361,Carrickmacross Rural,1929
47363,Enagh,1930
47387,Ballymackney,1931
47388,Drumcarrow,1932
47405,Drumboory,1933
47406,Drumgurra,1934
47407,Bocks,1935
47412,Loughfea,1936
47425,Castleblaney Rural,1937
47426,Castleblaney Urban,1938
47430,Carrickatee,1939
47432,Cremartin,1940
47449,Cormeen,1941
47457,Castleshane,1942
47458,Clones Urban,1943
47459,Clones Rural,1944
47462,Newbliss,1945
47478,Clontibret,1946
47480,Killynenagh,1947
47481,Figullar,1948
47482,Anketell Grove,1949
47485,Emyvale,1950
47492,Glaslough,1951
47498,Inishkeen,1952
47499,Kiltybegs,1953
47507,Caddagh,1954
47508,Monaghan Rural,1955
47513,Sheskin,1956
47521,Rackwallace,1957
47526,Tehallan,1958
47534,Donaghmoyne,1959
47537,Tullycorbet,1960
47617,Killeevan,1961
47622,Aghabog,1962
47623,Drumhillagh,1963
47624,Dawsongrove,1964
47628,Currin,1965
47630,Scotstown,1966
47635,Tedavnet,1967
47637,Geashill,1968
47641,Ballycumber,1969
47644,Srah,1970
47647,Banagher,1971
47649,Lusmagh,1972
47652,Shannonharbour,1973
47660,Birr Urban,1974
47663,Cangort,1975
47667,Birr Rural,1976
47671,Derryad,1977
47676,Kilcolman,1978
47677,Dromoyle,1979
47695,Knockbarron,1980
47696,Lumcloon,1981
47697,Kinnitty,1982
47722,Cloghan,1983
47735,Eglish,1984
47744,Tullamore Urban,1985
47769,Kilcumeragh,1986
47781,Bawn,1987
47803,Clonbullogue,1988
47805,Clonmacnoise,1989
47807,Clonygowan,1990
47809,Esker,1991
47810,Daingean,1992
47825,Kilclonfert,1993
47835,Mountbriscoe,1994
47842,Edenderry Urban,1995
47845,Monasteroris,1996
47894,Edenderry Rural,1997
47930,Ferbane,1998
47938,Moyclare,1999
47944,Rathfeston,2000
47947,O'Dempsey,2001
47951,Drumcullen,2002
47952,Derrinboy,2003
47953,Kilcormac,2004
47956,Killooley,2005
47971,Cullenwaine,2006
47974,Dunkerrin,2007
47987,Ballyshear,2008
48006,Ballyburly,2009
48012,Ballymacwilliam,2010
48013,Croghan,2011
48024,Shannonbridge,2012
48026,Shinrone,2013
48028,Ballincor,2014
48035,Tullamore Rural,2015
48054,Screggan,2016
48056,Killeigh,2017
48131,Cappancur,2018
48166,Silverbrook,2019
48251,Tinnycross,2020
48281,Raheenakeeran,2021
48285,Lough Allen/Altagowlan,2022
48286,Athleague West,2023
48287,Athleague East,2024
48290,Athlone West Rural,2025
48300,Roscommon Rural,2026
48302,Athlone East Urban,2027
48307,Crannagh,2028
48310,Carnagh,2029
48314,Ballaghaderreen,2030
48316,Drumdaff,2031
48320,Edmonstown,2032
48326,Fairymount,2033
48342,Bellanagare,2034
48344,Kilcolagh,2035
48346,Esternow,2036
48355,Frenchpark,2037
48356,Cloonfower,2038
48360,Castleteheen,2039
48363,Ballyfarnan,2040
48365,Taghboy,2041
48370,Cloontuskert,2042
48383,Cloonygormican,2043
48385,Kilteevan,2044
48386,Mote,2045
48388,Boyle Rural,2046
48395,Kilmacumsy,2047
48403,Crossna,2048
48413,Rushfield,2049
48415,Breedoge,2050
48427,Rockingham,2051
48431,Oakport,2052
48433,Kilbryan,2053
48438,Keadew,2054
48456,Tivannagh,2055
48466,Cloonteem,2056
48470,Killummod,2057
48478,Fuerty,2058
48481,Carrowduff,2059
48483,Castlereagh,2060
48486,Lisgarve/Mantua,2061
48506,Loughglinn,2062
48515,Artagh North,2063
48536,Buckill,2064
48540,Coolougher,2065
48552,Baslick,2066
48571,Kilbride South,2067
48573,Rosmoylan,2068
48578,Lissonuffy,2069
48581,Dunamon,2070
48586,Turrock,2071
48589,Elphin,2072
48613,Aughrim West,2073
48621,Kilbride North,2074
48626,Lismaha,2075
48658,Kilglass South,2076
48666,Kiltoom,2077
48669,Scregg,2078
48682,Lecarrow,2079
48686,Artagh South,2080
48695,Creagh,2081
48700,Lackan,2082
48705,Kilglass North,2083
48745,Cloonfinlough,2084
48746,Strokestown,2085
48757,Annaghmore,2086
48760,Ballygarden,2087
48767,Bumlin,2088
48771,Killavackan,2089
48791,Termonbarry,2090
48805,Ogulla,2091
48808,Tulsk,2092
48811,Castleplunket,2093
48818,Aclare,2094
48820,Temple,2095
48821,Templevanny,2096
48822,Aghanagh,2097
48823,Lissadill West,2098
48824,Sligo North,2099
48830,Ballintogher East,2100
48831,Ballintogher West,2101
48833,Drumcolumb,2102
48836,Collooney,2103
48837,Ballysadare East,2104
48855,Kilmacowen,2105
48862,Ballysadare West,2106
48875,Ballymote,2107
48880,Knockaree,2108
48883,Streamstown,2109
48887,Drumfin,2110
48888,Drumrat,2111
48890,Sligo East,2112
48891,Bricklieve,2113
48902,Kilshalvy,2114
48913,Killaraght,2115
48914,Kilmactranny,2116
48915,Calry,2117
48918,Lissadill East,2118
48924,Lakeview,2119
48925,Cliffony North,2120
48927,Cloonacool,2121
48931,Carrickbanagher,2122
48950,Coolaney,2123
48956,Carrownaskeagh,2124
48960,Achonry East,2125
48961,Toberpatrick East,2126
48967,Drumcliff East,2127
48968,Carney,2128
48969,Easky East,2129
48970,Easky West,2130
48979,Castleconor West,2131
49005,Ballynashee,2132
49006,Killadoon,2133
49012,Lissadill North,2134
49014,Rossinver West,2135
49015,Cliffony South,2136
49024,Kilfree,2137
49025,Cuilmore,2138
49026,Coolavin,2139
49043,Drumcliff West,2140
49078,Templeboy South,2141
49081,Sligo West,2142
49178,Tobercurry,2143
49201,Toberpatrick West,2144
49390,Templeboy North,2145
49391,Aughris,2146
49392,Banada,2147
49410,Glendarragh,2148
49421,Derrycastle,2149
49475,Ballyporeen,2150
49477,Burncourt,2151
49484,Bansha,2152
49486,Templeneiry,2153
49493,Birdhill,2154
49494,Kilcomenty,2155
49497,Greenhall,2156
49501,Nodstown,2157
49504,Ardmayle,2158
49505,Nenagh Rural,2159
49506,Borrisokane,2160
49507,Uskane,2161
49518,Borrisoleigh,2162
49526,Mortlestown,2163
49529,Clogheen,2164
49538,Killadriffe,2165
49569,Drumwood,2166
49573,Carrick-on-Suir Urban,2167
49578,Carrickbeg Urban,2168
49599,Carrick-on-Suir Rural,2169
49622,Garrangibbon,2170
49637,Cashel Rural,2171
49652,Gaile,2172
49654,Magorban,2173
49660,Tullamain,2174
49665,Clonoulty West,2175
49678,Ballysheehan,2176
49681,Killeenasteena,2177
49720,Tullaghorton,2178
49724,Clonmel East Urban,2179
49725,Inishlounaght,2180
49727,Clonmel Rural,2181
49728,Clonmel West Urban,2182
49736,Lisronagh,2183
49753,Ballyclerahan,2184
49758,Kilcash,2185
49785,Kilsheelan,2186
49796,Kilmacomma,2187
49847,Tullaghmelan,2188
49904,Colman,2189
49959,Kilronan,2190
49970,Cloghjordan,2191
49981,Templeharry,2192
49982,Kilbarron,2193
49984,Rathlynin,2194
49985,Kilmucklin,2195
49986,Monsea,2196
49990,Donohll,2197
49998,Oughterleague,2198
49999,Tipperary Rural,2199
50000,Emly,2200
50005,Peppardstown,2201
50011,Cloneen,2202
50012,Ardsallagh,2203
50020,Clonbeg,2204
50021,Golden,2205
50024,Ballycarron,2206
50034,Foilnaman,2207
50036,Thurles Rural,2208
50037,Fennor,2209
50038,Gurteen,2210
50051,Templemore,2211
50063,Latteragh,2212
50064,Kilkeary,2213
50072,Ballycahill,2214
50075,Ballymurreen,2215
50076,Roscrea,2216
50092,Newport,2217
50097,Graystown,2218
50098,New Bermingham,2219
50107,Ballykisteen,2220
50123,Littleton,2221
50125,Lorrha West,2222
50128,Lattin,2223
50135,Terryglass,2224
50156,Moycarky,2225
50168,Finnoe,2226
50172,Mullinahone,2227
50173,Youghalarra,2228
50174,Twomileborris,2229
